DeviceTimeStamp,WL1,WL2,WL3,VAL1,VAL2,VAL3,RVAL1,RVAL2,RVAL3
2019-06-27T11:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T11:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T12:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T13:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T14:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27T15:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
