DeviceTimeStamp,OTI,WTI,ATI,OLI,OTI_A,OTI_T,MOG_A
2019-06-27T12:00,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:01,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:02,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:02,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:03,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:04,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:04,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:05,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:06,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:06,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:07,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:08,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:08,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:09,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:10,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:10,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:11,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:12,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:16,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:17,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:18,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:18,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:21,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:21,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:22,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:22,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:23,34.0,0.0,34.0,38.0,0.0,0.0,0.0
2019-06-27T12:24,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:24,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:25,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:26,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:26,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:27,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:28,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:28,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:29,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:30,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:30,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:31,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:32,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:32,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:33,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:34,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:34,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:35,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:38,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:39,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:40,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:40,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:43,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:43,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:44,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:44,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:45,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:46,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:46,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:47,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:48,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:48,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:49,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:50,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:50,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:51,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:52,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:52,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:53,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:54,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:54,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:55,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:56,34.0,0.0,34.0,38.0,0.0,0.0,0.0
2019-06-27T12:56,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T12:59,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:00,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:00,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:01,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:02,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:03,34.0,0.0,34.0,38.0,0.0,0.0,0.0
2019-06-27T13:04,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:04,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:05,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:06,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:06,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:07,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:08,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:08,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:09,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:10,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:10,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:11,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:12,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:12,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:13,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:14,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:14,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:15,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:16,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:16,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:17,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:18,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:19,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:20,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:20,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:21,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:22,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:22,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:23,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:24,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:24,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:25,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:26,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:26,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:27,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:28,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:28,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:29,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:30,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:30,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:31,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:32,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:32,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:33,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:34,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:34,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:35,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:36,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:36,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:37,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:38,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:38,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:39,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:40,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:40,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:41,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:42,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:42,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:45,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:45,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:46,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:46,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:47,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:48,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:48,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:49,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:50,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:50,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:51,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:52,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:52,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:53,34.0,0.0,34.0,39.0,0.0,0.0,0.0
2019-06-27T13:54,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:54,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:55,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:56,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:56,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:57,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:58,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:58,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T13:59,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:00,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:00,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:01,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:02,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:02,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:03,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:04,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:04,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:05,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:06,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:06,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:07,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:08,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:08,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:09,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:10,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:10,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:11,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:12,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:12,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:13,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:14,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:14,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:15,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:16,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:16,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:17,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:18,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:18,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:19,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:20,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:20,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:21,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:22,34.0,0.0,35.0,38.0,0.0,0.0,0.0
2019-06-27T14:22,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:23,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:24,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:25,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:25,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:26,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:26,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:27,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:28,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:28,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:29,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:30,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:30,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:31,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:32,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:32,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:33,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:34,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:34,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:35,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:36,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:36,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:37,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:38,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:38,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:39,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:40,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:40,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:41,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:42,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:42,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:45,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:46,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:46,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:47,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:49,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:50,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:51,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:52,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:52,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:53,34.0,0.0,35.0,38.0,0.0,0.0,0.0
2019-06-27T14:54,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:54,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:55,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:56,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:56,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:57,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:58,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:58,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T14:59,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:00,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:02,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:03,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:04,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:04,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:05,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:06,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:08,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:08,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:09,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:10,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:13,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:14,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:14,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:15,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:16,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:18,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:19,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:20,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:21,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:21,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:22,34.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:22,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:23,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:24,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:24,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:25,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:26,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:26,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:27,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:28,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:28,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:29,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:30,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:30,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:31,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:32,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:32,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:33,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:34,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:34,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:35,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:36,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:36,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:37,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:38,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:38,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:39,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:40,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:40,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:41,35.0,0.0,35.0,39.0,0.0,0.0,0.0
2019-06-27T15:41,35.0,0.0,35.0,38.0,0.0,0.0,0.0
2019-06-27T15:42,13.0,0.0,0.0,39.0,0.0,0.0,0.0
2019-06-27T15:43,13.0,0.0,0.0,39.0,0.0,0.0,0.0
2019-06-27T15:44,12.0,0.0,0.0,39.0,0.0,0.0,0.0
2019-06-27T15:44,11.0,0.0,0.0,39.0,0.0,0.0,0.0
