DeviceTimeStamp,KWH,KWH_I,KVARH,KW,KVA,KVAR,MPD,MKVAD
2019-06-27T12:04,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:06,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:08,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:09,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:10,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:11,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:11,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:16,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:17,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:18,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:19,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:21,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:21,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:22,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:26,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:28,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:30,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:34,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:39,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:40,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:43,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:43,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:44,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:46,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:48,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:48,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:49,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:50,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:52,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:53,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:53,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:54,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:55,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:55,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:56,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:59,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T12:59,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:00,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:01,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:01,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:02,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:03,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:04,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:06,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:08,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:09,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:09,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:10,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:11,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:11,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:12,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:14,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:15,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:15,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:16,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:17,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:17,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:20,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:20,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:21,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:22,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:26,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:28,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:30,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:34,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:36,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:37,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:37,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:39,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:40,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:41,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:41,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:42,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:46,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:46,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:48,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:49,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:50,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:52,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:52,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:53,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:54,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:54,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:55,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:56,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:56,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:57,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:58,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:58,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T13:59,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:00,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:01,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:01,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:02,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:02,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:03,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:04,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:06,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:08,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:09,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:10,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:10,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:11,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:14,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:14,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:15,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:16,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:17,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:18,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:19,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:20,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:20,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:21,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:22,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:26,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:30,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:34,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:36,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:37,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:37,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:39,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:39,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:40,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:41,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:41,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:42,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:46,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:49,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:50,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:51,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:52,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:53,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:54,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:55,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:55,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:56,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:57,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:58,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:59,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T14:59,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:00,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:02,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:03,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:04,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:05,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:07,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:08,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:09,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:10,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:13,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:14,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:15,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:18,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:19,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:20,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:21,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:22,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:23,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:24,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:25,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:26,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:26,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:27,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:28,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:28,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:29,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:30,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:30,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:31,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:32,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:33,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:34,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:35,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:36,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:37,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:38,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:39,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:40,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:41,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:43,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-27T15:44,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:44,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:45,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:46,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:47,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:48,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:49,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:49,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:50,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
2019-06-28T10:50,54.501,0.0,57.731,0.0,0.0,0.0,23.6,23.6
