deal,description,episode,category,entrepreneurs,location,website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode-season,Multiple Entreprenuers
True,"Kane & Couture sells trendy yet affordable accessories for stylish pups. For stylish dog lovers, Kane & Couture offers doggie apparel, harnesses, collars, leashes, and carriers in a range of styles, from urban-chic, to sporty, to glam. Even their doggie poopie bag holder is attractively styled in gray denim and decked with shiny studs! The company runs three brands: The Kane & Couture Signature line, Bubba Dog Collection, and Imperial Pup.",2,Pet Products,Amber Lee Forrester,"New York, NY",http://www.kaneandcouture.com,150000,33,454545,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Kane & Couture,5-2,False
False,"There's no better way to say it: spread it, mix it, shake it, stir it! Mango Mango are fruit preserves that are wildly popular among the crowds that attend the parties organized by these three go-getter founders. Finally they decided to make the preserves for retail sale, appropriately described as a party in a jar. There are over 100 ways to use Mango Mango to liven up your menu. Spread it on bread or crackers, mix with cream cheese to make a dip, combine with vinegar and olive oil to make vinaigrettes and marinades, or invent your own!",2,Specialty Food,"Lakesha Brown-Renfro, Tanecia Willis and Nzinga Teule-Hekima","Hampton, VA",http://amangoparty.com,75000,20,375000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Mango Mango,5-2,True
False,Gag medals for when men complete household chores.,2,Novelties,Jim O'Brien,"Waterford, MI",http://www.themanmedals.com,10000,10,100000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Man Medals,5-2,False
False,"""Magic"" aromatherapy sprays for kids to help alleviate common fears and anxieties.",3,Baby and Child Care,Debbie Glickman,"Highland Park, IL",http://www.fairytalewishesinc.com,35000,33,106061,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Fairytale Wishes,5-3,False
False,"A modern version of the chef's hat, which keeps the smell of food out of hair.",3,Kitchen Tools,Juli Deveau and Ozma Khan,"Los Angeles, CA",,50000,20,250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Kookn Kap,5-3,True
True,"Ramen noodles just got an upgrade. If you love ramen but hate fussing with kettles or pots of boiling water, Rapid Ramen Cooker is for you. This sturdy, microwave-safe plastic tray holds a block of ramen and provides an indicator line showing how much water to be added. From there, you just pop it in the microwave and enjoy your new favorite ramen preparation.",3,Kitchen Tools,,"Sacramento, CA",http://rapidramen.com,300000,10,3000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Rapid Ramen Cooker,5-3,False
True,"The Freeloader is the ultimate child carrier for active families, designed to be ultra-light, super portable and extra safe and strong. This child carrier supports more weight than any other, and effectively distributes it through its padded and contoured shoulder straps and padded waist strap. The Freeloader is also designed with safety in mind, featuring a five-point harness system to hold your child in place.",3,Baby and Child Care,Erick Jansen,"Austin, TX",http://www.myfreeloader.com,200000,15,1333333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Freeloader,5-3,False
True,"Surf-style comes to skateboards with Hamboards. Founded by a family of lifeguards in southern California, Hamboards makes skateboards that are like surfing on land. The company makes several models of longboards and skateboards, with names like Pinger, Pescadito, and the Biscuit.",4,Outdoor Recreation,,"Huntington Beach, CA",http://hamboards.com,100000,15,666667,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hamboards,5-4,False
False,"Scan is a QR reader and barcode scanner app for your smartphone. Join all the other smart consumers and use Scan at retailers to compare product prices in a flash. Businesses and individuals can also create QR codes for free at Scan's website, and use their to promote their companies on business cards and social media. The Scan app is available for iPhone, iPad, Android and Windows phones.",4,Mobile Apps,Garrett Gee,"San Francisco, CA",https://scan.me,1000000,5,20000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scan.Me,5-4,False
True,"ScreenMend is an easy and cost-effective way to patch window screens. By applying just a bit of heat over the patch, with any blow dryer you have around the house, ScreenMend patches become securely affixed to the screen. This clever invention came from a serendipitous discovery that a father and daughter stumbled upon as they did work around the house.",4,Home Improvement,,"Long Island, NY",http://www.screenmend.com,30000,25,120000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Screen Mend,5-4,False
False,"Sunday Night Slow Jams is a radio show mixing slow jams from past and present. Nationally syndicated across 80 cities, Sunday Night Slow Jams has an audience of over 1 million listeners. The show also has a live concert tour every year during February, appropriately so, given it's the month of Valentine's Day.",4,Entertainment,,"San Diego, CA",http://www.slowjams.com,75000,10,750000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Sunday Night Slow Jams,5-4,False
True,"RuffleButts and RuggedButts are collections of adorably styled and super soft children's apparel and accessories. This husband and wife founding team were inspired by their own parenthood and their desire for affordable, stylish and well made clothing and accessories for toddlers.",5,Baby and Children's Apparel and Accessories,Amber Schaub,"Grapevine, TX",http://www.rufflebutts.com,600000,7,8571429,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,RuffleButts and RuggedButts,5-5,False
True,"Garden Pops, the Veggie Mama flagship product, are all natural, frozen vegetable and fruit treats.",5,Baby and Children's Food,Theresa Fraijo,"Upland, CA",http://www.veggiemama.com,75000,15,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Veggie Mama Garden Pops,5-5,False
False,"Rent-A-Goat helps businesses and homeowners landscape their properties in a safe and eco-friendly way, at a competitive price, by clearing their land with goats.",5,Professional Services,Mike and Jan Canaday,"San Francisco, CA",http://rentagoat.com,150000,25,600000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Rent A Goat,5-5,True
False,"The BareEASE Prep Kit takes the pain out of hair removal in the bikini line area. Designed by Dr. Edna Ma, this kit includes a 4% lidocaine-based numbing lotion and a latex-panty that prevents the lotion from rubbing off, maximizing absorption and its numbing effect. In just 15-20 minutes, the lotion does its work and you can experience the most comfortable bikini line hair removal that there can be.",5,Personal Care and Cosmetics,"Edna Ma, M.D.","Beverly Hills, CA",http://www.bareease.com,50000,20,250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bare Ease,5-5,False
True,"Be a superhero around the house with FiberFix. This super-adhesive tape is doctored with a water-activated resin that once cured, makes the bond 100 times stronger than duct tape. Fix leaky pipes, broken tool handles, and any number of other broken household items and make them sturdy as new. FiberFix saves you the expense of replacing these items and your valuable time.",6,Home Improvement,,"Pleasant Grove, UT",http://www.fiberfix.com,90000,10,900000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FiberFix,5-6,False
True,"Ten Thirty One Productions is an entertainment company that creates, owns, and produces live attractions in the horror genre.",6,Entertainment,Melissa Carbone,"Sherman Oaks, CA",http://tenthirtyoneproductions.com,2000000,10,20000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ten Thirty One Productions,5-6,False
True,Alternative financing solutions for small businesses.,6,Professional Services,,"Piscataway, NJ",http://www.totalmerchantresources.com,200000,20,1000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Total Merchant Resources,5-6,False
False,"Elephant Chat encourages couples to address the ""elephant in the room"". This plush toy elephant helps couples start conversations about divisive issues that they might otherwise struggle to bring up. How do you use Elephant Chat? Just place the toy elephant someplace visible in your home whenever there's something you and your partner need to discuss. Every couple is different, and while Elephant Chat might not be right for everyone, the married duo behind this product have brought it to market because of the positive results that they themselves have experienced in their communications.",6,Novelties,,"McKinney, TX",http://www.elephantchat.com,50000,20,250000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Elephant Chat,5-6,False
False,"An all-electric, jet-propelled body board.",7,Outdoor Recreation,,"Los Angeles, CA",http://www.kymerabodyboard.com,250000,20,1250000,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Kymera Body Board,5-7,False
True,Tree T Pee is an agricultural water conservation and frost protection device.,7,Gardening,John (Johnny) G. Georges,"Arcadia, FL",http://www.treetpee.com,150000,20,750000,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Tree T Pee,5-7,False
True,"180CUP is the party time MVP. Just a normal plastic drinking cup at first glance, the 180CUP transforms into a shot glass with a quick flip. With its clever design and bright colors, 180CUP adds to the festive atmosphere while it serves as a drinking cup, shot glass, measuring cup, ash tray, and any other uses your party guests can discover. 180CUP is perfect for picnics, tailgates, and all your other social gatherings.",7,Party Supplies,,"New York, NY",http://180cup.com,300000,15,2000000,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,180 Cup,5-7,False
True,"Better Life produces all-natural cleaning products, including all-purpose cleaners, specialty surface cleaners, soaps and lotions. The company's mission is to make the safest and most effective home cleaning products on the market. Better Life cleaning products are cruelty-free and made in the USA.",7,Storage and Cleaning Products,Tim Barklage and Kevin Tibbs,"St. Louis, MO",http://www.cleanhappens.com,400000,7,5714286,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Better Life,5-7,True
False,Bread pudding reimagined in 108 flavors.,8,Specialty Food,Sarah Schulz,"San Francisco, CA",http://schulziesbreadpudding.com,160000,20,800000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Schulzies Bread Pudding,5-8,False
False,Color spray made with ingredients safe for use on dogs.,8,Pet Products,,"Ventura, CA",http://www.petpaint.com,200000,20,1000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Pet Paint,5-8,False
False,"Bellybuds is a sound system for your baby, in utero! Babies begin to develop hearing and memories well before birth, but most sounds are muffled, with the exception of the mother's voice. Bellybuds changes that by providing a means for audio stimulation to reach them through the womb. The specially-designed speakers adhere to the belly and safely play music, messages from family, or other soothing sounds of your choosing.",8,Maternity,,"Los Angeles, CA",http://www.bellybuds.com,500000,13,4000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bellybuds,5-8,False
True,"Paparazzi Proposals helps plan and execute memorable marriage proposals and capture the memories for posterity. Whether it's something simple and intimate or a big production, Paparazzi Proposals can help make it happen and ensure you have pictures and video to remember the moment.",8,Weddings,,"New York, NY",http://www.paparazzi-proposals.com,250000,20,1250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Paparazzi Proposals,5-8,False
False,"Doorbot (now Ring), is a Wi-Fi enabled video doorbell that allows the owner to communicate with visitors and grant access remotely using their smartphone or tablet.",9,Home Security Solutions,,"Santa Monica, CA",http://www.getdoorbot.com,700000,10,7000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,DoorBot,5-9,False
False,"It's slaw, it's salsa--no! It's Slawsa! Meet this bold new condiment category that blends the best elements of slaw and salsa to produce a healthy and flavorful snack topping. Use it in place of relish on burgers and hot dogs, slather it on sandwiches, or dip your tortilla chips in it, there are limitless ways to enjoy the deliciousness. Slawsa comes in a variety of flavors with a salsa base, but they all have the cabbage backbone that underlies any slaw worth its name.",9,Specialty Food,,"Cramerton, NC",http://www.slawsa.com,150000,15,1000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Slawsa,5-9,False
False,"An iPhone app and online marketplace that enables users to turn their pitches into products they can buy, sell and share.",9,Online Services,,"Detroit, MI",http://www.magicmoments.com,500000,15,3333333,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Magical Moments,5-9,False
False,"Surprise Ride is a one-of-a-kind subscription service for activities. Each month, Surprise Ride delivers a box full of supplies, lessons and instructions for activities following a theme. From penguins to volcanoes, ancient Egypt, gardening, and space, Surprise Ride is full of ways to nurture and encourage creativity and learning in a playful spirit.",9,Toys and Games,,"Washington, DC",http://www.surpriseride.com,110000,10,1100000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Surprise Ride,5-9,False
False,"Order unique chocolate bars online, customized down to the very last detail. The Chocomize business is to deliver on-demand custom chocolates direct to the consumer. You can select the type of base chocolate and choose from a wide variety of toppings with up to 300 million possible combinations.  Chocomize also caters to corporate customers looking for unique promotional gifts, as Chocomize's chocolate bars and packaging can also be customized to include their company logo.",10,Specialty Food,,"Long Island City, NY",http://www.chocomize.com,500000,20,2500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Chocomize,5-10,False
True,"Yubo is a better and brighter lunchbox that kids and their parents can appreciate. Children love the interchangeable inserts that go into the front panel, which allows them to change the look of the lunchbox when they please. Parents love that they don't have to buy another lunchbox again! Designed for maximum style and cleanliness, Yubo is also easy to wipe down or even toss in the dishwasher.",10,Toys and Games,"Cyndi Pedrazzi, Paul Pedrazzi, and Dan Harden","San Ramon, CA",http://www.getyubo.com,150000,15,1000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Yubo,5-10,True
True,"Pursecase is an ultra-minimalist purse, built to have room for just your phone and precious few other essentials, such as a bit of cash, your ID and a credit card or two. Not to skimp on style, Pursecase has an attractive chain handle to complete the purse-like look and feel.",10,Women's Accessories,Kelley Coughlan and Jenn Deese,"Los Angeles, CA",http://pursecase.com,55000,12,458333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,PurseCase,5-10,True
True,"Grace and Lace makes fashion-forward frilly socks, scarves and hair accessories. The company grew off the surge in popularity of the layered look of frilly socks peeking out of boots. Grace and Lace also helps the less fortunate. The company puts a portion of every sales into building orphanages in India.",10,Women's Accessories,,"Austin, TX",http://www.graceandlace.com,175000,10,1750000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Grace & Lace,5-10,False
False,Virtuix Omni is a virtual reality platform based on an omni-directional treadmill that allows the user to move in any direction within their video game. The ability to move naturally within their virtual worlds gives gamers the most thoroughly immersive experience available today.,11,Electronics,,"Houston, TX",http://www.virtuix.com,2000000,10,20000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Virtuix Omni,5-11,False
False,"A line of cool accessories that can easily attach to any kind of safety helmet, transforming it from a chore into a fashion statement.",11,Baby and Child Care,,"New York, NY",,150000,30,500000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Fohawx,5-11,False
False,"SpiritHoods are unique accessories that work as a combination of hat, gloves, and scarf. Make in California out of premium faux fur, each SpiritHood is modeled after a specific animal, and 10% of net profits are donated towards the conservation of endangered species.",11,Fashion Accessories,,"Los Angeles, CA",https://www.spirithoods.com,450000,15,3000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SpiritHoods,5-11,False
True,"Bubba's Q BBQ has a proprietary way to prepare and package fully cooked, de-boned baby back ribs. They package these for sale, ready to enjoy after a quick blast in the microwave. Consumers can now enjoy these fully cooked pork ribs with a knife and fork in their own kitchen, as speedily as anything else they might throw in the microwave. The bones are hand-removed before being packaged ensuring the highest quality experience. For extra flavor, you can also opt to cook these boneless ribs in the oven or on the grill. Since they are pre-cooked, they will heat up quickly, in about three to five minutes for each side.",11,Specialty Food,Al Bubba Baker,"Avon, OH",http://www.bubbasbonelessribs.com,300000,15,2000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bubba's Q BBQ,5-11,False
False,"Cashmere Hair produces premium-quality hair extensions with a unique clip-in system that makes them easier and safer to apply and remove than any other. Based in Beverly Hills,  Cashmere Hair's extensions are made of 100% human hair and available in a range of colors to suit any woman in need. Cashmere Hair extensions can also be cut and textured to customize the look and blend in expertly with any woman's natural hair.",12,Personal Care and Cosmetics,Rachel and Melissa,"Beverly Hills, CA",http://cashmerehairextensions.com,45000,15,300000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cashmere Hair,5-12,True
False,Christmas lights strands magnetized at each bulb for easy setup.,12,Holiday Cheer,,"Lubbock, TX",http://litenetics.com,125000,20,625000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lite-Netics,5-12,False
True,"Tipsy Elves is a witty brand of clothing that produces items with humorous and irreverent designs. The company started out focused on producing their own modern twist on the ugly sweater. Since receiving their Shark Tank investment from Robert, the Tipsy Elves has expanded outside of holiday-themed clothing but they remain committed to producing high-quality, apparel for men and women, always with a tongue-in-cheek tone. Great for all kinds of gatherings, from ugly sweater parties, to spirit week, to 4th of July cookouts, to St. Patrick's Day pub crawls, and more. Tipsy Elves also produces collegiate clothing, and has partnered with a number of colleges and universities to produce branded sweaters in their school colors.",12,Holiday Cheer,,"San Diego, CA",http://www.tipsyelves.com,100000,5,2000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tipsy Elves,5-12,False
True,"A Christmas tree topper in the form of a Star of David, for interfaith families to fuse their holidays and celebrate together.",12,Holiday Cheer,Morri Chowaiki,"San Diego, CA",http://mytreetopper.com,50000,15,333333,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Hanukkah Tree Topper,5-12,False
False,Eyebloc is an adhesive-free cover for built-in laptop cameras.,13,Novelties,,"Washington, DC",http://eyebloc.com,50000,10,500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Eyebloc,5-13,False
False,"Bounce Boot Camp uses inflatable bounce houses as fitness equipment. NFL player Thomas Hill runs Bounce Boot Camp, bringing his athletic expertise and passion for fitness to help people get fit in an original and fun way.",13,Baby and Children's Entertainment,Thomas Hill,"Scottsdale, AZ",http://www.bouncebootcamp.com,30000,20,150000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bounce Boot Camp,5-13,False
True,An online service from which you can inexpensively order prints of your photos straight from your phone.,13,Consumer Services,,"Los Angeles, CA",http://groovebook.com,150000,20,750000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Groovebook,5-13,False
True,"Wall Rx is a powerful yet simple way to repair walls. Retailing for less than $10, Wall Rx provides wall repair kits that can fix damage up to 4 inches wide. Easier than regular spackle or plaster, and certainly less expensive than hiring a professional, Wall Rx kits include everything you need to make it look like nothing happened there at all. The kits bring a clear disc, a frame with a special drywall compound, and sandpaper. You won't need to spend money on any other tools to get your wall looking like new again.",13,Home Improvement,,"Wilmington, DE",http://www.walldoctor.com,150000,10,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wall Rx,5-13,False
False,"Harvested from the nutrient-rich shores of the Arctic wilderness, Alaska Glacial Mud products offer moisturizing, anti-aging, and protective properties for your skin. Run by an energetic and self-reliant commercial fisherman by the name of Lauren Padawer, Alaska Glacial Mud is a premium line of all-natural personal care products enriched with organic and wild botanical extracts from the Copper River, and embodies the natural beauty and spirit of the Pacific Northwest.",14,Personal Care and Cosmetics,Lauren Padawer,"Cordova, AK",http://www.alaskaglacialmud.com,100000,20,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Alaska Glacial Mud Co.,5-14,False
True,"invisiPlug makes powerstrips that seamlessly blend into your hardwood floors. How do they pass unnoticed when most power strips are eyesores? Simple, invisiPlug is the chameleon among power strips. They are literally made in wood-colored finishes such as Medium Cherry and Dark Oak, so they match the color and textures of your actual floor.",14,Home Accessories,Mike Barzman and Bryan O'Connell,"Los Angeles, CA",http://www.invisiplug.com,125000,10,1250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Invisiplug,5-14,True
False,A company that books balloon artists to entertain children at dining establishments.,14,Baby and Children's Entertainment,,"Lutz, FL",http://www.balloondistractions.com,250000,30,833333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balloon Distractions,5-14,False
True,"School lockers can be a mess, can't they? It's not anyone's fault, because it's just plain difficult to keep things orderly when there's no structure. This father-daughter team devised a solution. LockerBones are shelves for your locker. This unique shelving system has pieces that fit together like a puzzle, making it easy to assemble and resulting in sturdy shelves that keep all your school essentials in their place.",14,Storage and Cleaning Products,Greg Cronin and Dr. Stephen Coachys,"Clinton, MS",http://lockerbones.com,175000,10,1750000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Locker Bones,5-14,True
True,Quality baby moccassins.,15,Baby and Children's Apparel and Accessories,Susan Petersen,"Provo, UT",http://freshlypicked.com,150000,10,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Freshly Picked,5-15,False
False,"FitDeck creates new workout routines on the go. Choose between a deck of cards or an iPhone app and off you go! Each time you shuffle the cards or run the app, FitDeck devises a new combination of 40 different exercises, accompanied by illustrated instructions to perform them effectively and safely. Portable and fun, FitDeck keeps your workout routine fresh and varied.",15,Fitness Programs,Phil Black,"San Diego, CA",https://fitdeck.com,300000,20,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FitDeck,5-15,False
True,"SwimZip is sun protection that's easy to put on, and that goes a long way when you're dealing with toddlers! With its signature zipper down the front, SwimZip goes on in a zippy jiffy to provide ample sun protection for babies, toddlers, and fast-growing big kids. This sun-protective clothing is also designed to be stylish yet affordable, making it a no-brainer to stay sun-safe.",15,Baby and Child Care,Betsy Johnson (Wanless),"Kansas City, KS",http://www.swimzip.com,60000,5,1200000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SwimZip,5-15,False
False,Chewable caplets that aim to reduce appetite.,15,Homeopathic Remedies,,"Salt Lake City, UT",https://www.lifecaps.net,200000,30,666667,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Life Caps,5-15,False
True,"The Cycloramic app cleverly makes use of your iPhone's vibrating motor to make 360-degree panoramic images, no need for a tripod, swivel or any other accessories required. Available on the iTunes App Store, the Cycloramic app is programmed to make the phone spin and take pictures on its own account. As a user, just stand your iPhone on a flat surface and press GO. The iPhone will take multiple pictures while rotating and later stitch them together into a striking panorama and opening the image in an immersive 3D viewer.",16,Mobile Apps,,"Atlanta, GA",http://cycloramic.com,90000,5,1800000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,Cycloramic,5-16,False
False,"Single-serve milk treat for kids, flavored to taste like cereal milk.",16,Baby and Children's Food,,"Los Angeles, CA",http://cowwownow.com,250000,10,2500000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,Cow Wow,5-16,False
True,Gourmet cookie dough made to be eaten and enjoyed without baking.,16,Specialty Food,,"Normal, IL",http://www.thecookiedoughcafe.com,50000,20,250000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,The Cookie Dough Cafe,5-16,False
False,"Nexersys is at the intersection of gaming and exercising, what they call the growing exer-gaming market. Nexersys provides unique fitness equipment for home gyms, commercial gyms, and arcades. Their machines feature a large screen display and a number of padded targets that users interact with. From the display, Nexersys delivers fitness routines and a virtual trainer to take the user through high-intensity intervals.",16,Fitness Equipment,Terry Jones,"Austin, TX",http://nexersys.com,2000000,10,20000000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,Nexersys,5-16,False
False,"Diamond Dallas Page puts the DDP in DDP Yoga. This three-time World Championship Wrestling Heavyweight Champion designed DDP Yoga to aid in his recovery from a severe back injury. This program combines the best elements of traditional fitness training, sports therapy, yoga  flows, and dynamic resistance to create a workout that is highly effective while having minimal impact on joints and ligaments.",17,Fitness Programs,Diamond Dallas Page,"Atlanta, GA",http://ddpyoga.com,200000,5,4000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,DDP Yoga,5-17,False
True,"Southern Culture Foods makes flavored pancake and waffle mixes and other breakfast products. As a company, Souther Culture Foods wants to change how people think about breakfast, and stands for natural breakfast lifestyle products, including a seasoning blend for bacon called Bacon Rub.",17,Specialty Food,Erica Barrett,"Atlanta, GA",http://southernculturefoods.com,100000,25,400000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Southern Culture Artisan Foods,5-17,False
True,A safety and survival course developed by former CIA officer.,17,Professional Services,Jason Hanson,"Cedar City, UT",http://spyescapeandevasion.com,100000,15,666667,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Spy Escape and Evasion,5-17,False
False,"Moberi isn't just a smoothie, it's a lifestyle, and it's about being healthy, having fun, and of course, making delicious drinks. Based in Portland, these food carts are bicycle-powered smoothie-making stations. Customers are encouraged to hop on the bike to power the mixer that blends their smoothies, or they can stand back and let the staff do the pedaling.",17,Specialty Food,,"Portland, OR",http://moberismoothies.com,50000,15,333333,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Moberi,5-17,False
False,"Cheeked bridges the gap between online dating and real-world romance. Members are instructed to distribute special-made cards to prospective dates they meet in ""real life"" in order to entice them to flirt online.",18,Consumer Services,Lori Cheek,"New York, NY",http://cheekd.com,100000,10,1000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Cheekd,5-18,False
False,"Buzzy helps administer shots comfortably to kids and anyone who's made uncomfortable by the prospect of getting pricked. Created by a pediatrician, Buzzy blocks pain with high frequency vibration and built-in ice packs, making those necessary but unpleasant shots less stressful than ever.",18,Baby and Child Care,Dr. Amy Baxter,"Atlanta, GA",http://buzzy4shots.com,500000,5,10000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Buzzy4Shots,5-18,False
False,"Children's bedding designed to make it simple to make the bed. In one step, the bed can be zipped up to look neat and orderly again.",18,Baby and Children's Bedding,,"Pasadena, CA",https://www.zipitbedding.com,75000,20,375000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Zip It Bedding,5-18,False
True,"Bambooee is a strong, absorbent, and reusable alternative to paper towels. Made from bamboo, Bambooee sheets have the appearance of regular paper towels, but they're reusable and even machine-washable. Each roll of Bambooee sheets comes with 20 sheets, which replaces up to 60 paper towel rolls. These reusable cloths don't just save you money, they reduce waste. Every roll of Bambooee is made from sustainably-sourced organic bamboo.",18,Storage and Cleaning Products,,"Los Angeles, CA",http://www.bambooee.com,200000,10,2000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bambooee,5-18,False
False,"Ever wanted to put a bell your baby so you can hear where they're getting into at all times? Squeeky Knees has made something even better: stylish baby clothes with knee pads that make a fun squeaky sound as the kids crawl. The knee pads provide protection and amusing sounds that babies love, and that parents can use to help them supervise.",19,Baby and Children's Apparel and Accessories,,"Los Angeles, CA",http://www.squeekyknees.com,80000,20,400000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Squeeky Knees,5-19,False
False,"The Buffer Bit brings the power of your drill bit to the activities of shoe shining and automotive detailing. The Buffer Bit attaches to any cordless drill to produce outstanding shine and polish to shoes, cars, motorcycles, and boats.",19,Automotive,,"La Grange, IL",http://www.bufferbit.com,75000,25,300000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Buffer Bit,5-19,False
