Run,Lumi,Event,MR,Rsq,E1,Px1,Py1,Pz1,E2,Px2,Py2,Pz2,HT,MET,nJets,nBJets
148029,388,302833993,296.14,0.0114067,184.122,-106.797,106.352,-16.707,160.691,51.7196,-99.7825,113.96,264.465,9.58276,3,0
148029,388,302822729,423.872,0.00766774,303.484,100.312,55.8097,277.14,155.012,-71.6331,-76.9504,-113.208,226.621,11.3676,3,0
148029,388,302829465,500.168,0.0151199,981.83,74.4038,-135.336,-964.57,140.397,-69.3674,102.526,-17.197,283.314,24.2969,4,0
148029,388,302848441,335.955,0.041959,292.851,156.561,36.91,53.8747,259.151,-137.711,-55.9861,211.354,343.22,29.5637,4,0
148029,388,302855273,321.093,0.00532303,378.193,79.9311,32.3648,368.127,86.6013,-76.8951,15.2153,-33.8815,164.621,7.84841,2,0
148029,388,302850881,226.3,0.100957,200.328,86.7508,70.2486,165.642,74.9314,-59.1958,-43.5506,-11.0532,185.117,46.269,2,1
148029,388,302856385,659.586,0.00643042,641.117,14.1772,-108.287,-631.412,181.548,-26.0522,104.454,143.682,216.865,25.5386,2,0
148029,388,302870649,332.496,0.0116833,99.3865,-83.3793,-47.302,24.138,393.867,60.2269,34.744,-387.446,165.392,13.482,2,0
148029,388,302874201,270.977,0.00680572,140.716,34.2719,-128.75,-33.3866,175.196,-35.893,120.831,-119.945,259.282,3.76791,2,1
148029,388,302877273,384.392,0.0243483,325.633,-124.821,14.2217,300.181,123.11,99.4461,-6.24682,-70.7881,225.271,28.7741,2,0
148029,388,302885977,470.332,0.00757397,146.332,34.2863,87.5662,-111.855,400.007,-51.8388,-75.8262,389.179,185.892,17.3013,2,0
148029,388,302888137,375.81,0.000238725,219.959,-61.444,-29.5626,-208.772,189.62,49.2182,44.7876,146.877,181.808,0.548441,3,0
148029,388,302899633,211.5,0.0281965,179.88,61.3116,-93.1872,-140.73,86.9102,-48.4456,68.5422,-20.5891,195.483,11.3433,2,0
148029,388,302888553,481.347,0.0205598,1265.4,-62.5128,-195.594,1248.31,338.906,70.646,174.469,281.25,393.57,23.1635,2,0
148029,388,302911249,352.045,0.0104041,202.302,106.527,45.0212,-165.105,156.313,-111.668,-22.7413,105.71,229.611,10.3904,2,0
148029,388,302956969,435.962,0.0065547,131.193,67.4922,90.569,64.8723,435.707,-59.6633,-71.0621,-425.597,205.739,11.9671,2,0
148029,388,302955169,292.113,0.0487264,156.634,49.1908,148.152,4.49428,142.091,-39.4866,-126.054,48.4731,288.198,26.91,2,0
148029,388,302975665,336.154,0.0129955,372.943,-65.3563,-88.7283,-355.433,110.533,79.2803,66.3835,17.1057,213.603,12.3868,2,0
148029,388,302967321,881.611,0.00128463,911.228,27.0865,101.766,905.076,371.075,-32.8903,-54.144,-205.01,335.618,10.135,4,0
148029,388,302988385,555.279,0.00286296,155.333,-104.643,20.2901,-111.668,543.231,98.1111,21.9274,533.69,207.123,7.0848,2,0
148029,388,303004489,249.797,0.0403964,139.965,93.8155,-33.6598,97.0099,510.051,-82.5668,34.6095,502.004,189.198,25.1541,2,0
148029,388,302890945,1399.31,0.000628953,470.801,81.736,40.544,411.372,1247.68,-77.5277,-19.3742,-1165.46,586.831,12.9959,4,0
148029,388,303032225,205.559,0.0916975,728.213,-26.0047,-119.149,717.875,645.04,42.7667,69.5464,639.76,203.598,31.3872,2,0
148029,388,303091281,195.585,0.012711,223.105,79.2693,31.5735,205.813,669.581,-65.9675,-44.0226,664.73,164.634,5.55737,2,0
148029,388,303097025,380.717,0.00574548,247.403,57.326,-80.1817,226.541,151.622,-60.2721,77.163,-113.685,196.479,8.36699,2,0
148029,388,303100329,233.948,0.0162872,448.602,88.6227,31.7832,-438.201,68.1513,-59.4312,-20.935,-19.7277,157.16,14.1185,2,0
148029,388,303106393,264.759,0.0230277,470.525,-56.9355,116.087,-448.514,140.769,77.6405,-63.8289,-97.4551,240.497,11.7768,3,0
148029,388,302338746,361.596,0.00808842,308.031,136.202,28.9104,-153.343,903.842,-106.111,-29.0005,-896.952,328.895,7.85509,4,0
148029,388,302341250,288.311,0.00773413,160.444,-103.285,-27.0018,118.852,129.444,57.8104,30.7737,-110.751,172.247,10.1541,2,0
148029,388,302336162,294.009,0.0113558,114.268,-69.5111,-15.5417,-88.4032,194.976,69.2494,16.4157,181.364,142.396,13.8092,2,0
148029,388,302345322,176.184,0.0153363,176.516,-67.1498,6.17614,-162.952,882.419,49.2398,-9.70415,-875.566,175.153,7.42574,3,0
148029,388,302346194,229.074,0.0381352,177.883,143.785,32.6861,-29.961,84.8912,-81.475,-4.41745,-19.2447,239.516,15.8762,3,0
148029,388,302371162,292.763,0.00801524,171.658,-95.2242,-29.5258,138.849,128.078,98.0476,15.9855,-80.1638,199.039,6.63008,2,0
148029,388,302373266,134.905,0.0733778,159.58,-18.5836,-39.324,4.7137,152.085,36.5114,17.5201,-146.366,195.401,24.1984,3,0
148029,388,302399538,268.407,0.0199596,485.456,-71.2166,-7.40369,-458.188,61.6455,37.4939,47.5508,7.28882,209.623,15.6488,3,0
148029,388,302402106,549.478,0.00442843,306.816,-106.287,-56.0176,-209.854,317.318,27.1576,48.092,312.285,227.052,12.7675,3,1
148029,388,302449346,259.283,0.0298679,259.208,-9.87803,-127.214,-224.939,100.05,25.7252,93.5102,-21.9961,224.582,15.6061,2,0
148029,388,302435050,487.279,0.0217016,318.556,-195.161,-43.916,247.212,190.68,152.247,38.4304,-105.841,357.064,25.8899,2,0
148029,388,302456554,220.982,0.0404774,141.327,92.4291,60.5553,86.9659,105.713,-68.6655,-76.828,20.2957,213.54,16.4395,2,0
148029,388,302469234,578.207,0.00572169,233.031,109.255,109.398,-173.895,375.04,-93.3166,-53.0197,358.579,261.938,13.1429,2,0
148029,388,302464930,344.488,0.0466602,157.295,-103.495,-96.2902,-67.0917,209.963,59.5673,63.8656,190.302,228.694,39.5919,2,1
148029,388,302480234,325.385,0.015962,142.536,-134.759,33.0144,22.1842,300.335,118.665,-21.8001,274.44,259.396,12.1395,2,0
148029,388,302476794,424.023,0.00496051,267.383,103.117,43.3818,-233.352,172.911,-71.5106,-21.3612,155.358,200.039,10.074,3,0
148029,388,302496194,294.535,0.0395615,157.189,-111.965,87.1204,-65.7626,138.962,83.2689,-78.9084,77.4197,256.584,24.0495,2,0
148029,388,302530218,185.683,0.00953506,141.59,-66.8423,-75.7382,-97.1445,135.146,19.6551,81.4501,-105.039,184.804,3.1246,2,1
148029,388,302503770,404.02,0.00965085,579.582,42.7727,115.12,566.268,118.137,-62.3789,-98.4181,0.406675,239.331,11.9103,2,0
148029,388,302550490,237.05,0.064133,277.511,94.1425,71.4626,-211.83,86.0227,-61.9163,-56.2049,-13.9176,246.437,30.3654,3,0
148029,388,302567970,288.07,0.0167843,96.5911,-19.771,88.9445,-25.1587,495.626,38.9792,-64.1939,-489.865,166.217,15.3312,2,0
148029,388,302576138,212.145,0.0514861,172,4.06476,115.507,-126.226,248.814,-2.65865,-78.2519,-235.781,193.875,20.3722,2,0
148029,388,302585594,463.591,0.0107169,947.258,69.1095,96.5649,-939.69,106.307,-34.827,-99.7604,-5.75158,224.412,18.7427,2,0
148029,388,302585530,395.532,0.0101465,150.228,45.5633,-114.092,-70.4941,308.772,-70.7225,93.5372,285.291,244.869,12.3074,3,0
148029,388,302585386,286.808,0.0138515,170.904,-109.164,15.4888,-127.442,125.524,98.6303,38.5008,66.0451,216.136,8.40686,2,0
148029,388,302597066,397.621,0.00936975,214.112,-6.20163,-145.323,155.859,186.488,29.1538,100.207,-152.088,249.816,9.98703,2,0
148029,388,302596162,267.264,0.0566788,351.981,-130.634,-61.9107,319.348,546.654,89.9464,47.8504,535.621,250.402,28.1369,3,0
148029,388,302593378,278.105,0.0184228,726.279,-98.6582,62.1998,-709.305,232.94,89.3355,-67.2893,-170.72,257.609,11.9221,4,0
148029,388,302611722,246.002,0.0249097,176.028,5.02619,104.229,-141.5,93.5361,-5.96646,-86.2988,33.6107,190.854,14.5072,2,0
148029,388,302622370,168.008,0.0527545,120.082,-3.05904,-104.405,-57.9052,68.5871,10.0372,62.1443,-22.7029,167.399,14.2162,2,0
148029,388,302632066,260.823,0.0760412,200.015,87.7489,131.633,-65.7679,105.383,-61.221,-81.0642,-22.6706,278.372,32.8713,4,0
148029,388,302661370,344.325,0.0270361,199.88,-161.752,45.0442,20.0914,180.022,162.943,-31.3036,-64.7278,333.945,18.848,3,0
148029,388,302676930,196.314,0.00236233,112.679,-38.052,-101.649,-24.6432,95.8036,75.4215,43.4483,-35.7057,195.579,1.37552,2,0
148029,388,302680602,187.668,0.0276191,97.9478,23.3015,-94.0253,-8.83821,91.8527,-5.53747,90.4307,0.0937539,187.47,9.6575,2,0
148029,388,302674018,258.188,0.0351315,140.387,-28.1319,-130.734,-41.5976,155.075,-0.905879,118.346,-96.8016,252.076,19.1368,2,0
148029,388,302684530,675.464,0.00320193,487.223,-105.577,50.9297,-415.05,267.374,113.179,-23.9369,240.059,233.719,12.0189,3,0
148029,388,302689378,593.88,0.00466267,401.7,137.368,-26.9705,376.224,247.493,-93.2662,38.9573,-194.874,288.961,14.0913,3,0
148029,388,302696186,277.19,0.0943127,191.176,107.493,126.295,-93.7058,135.326,-73.3577,-83.399,-74.5534,276.918,43.736,2,0
148029,388,302701890,209.665,0.0115044,90.3788,88.3307,-15.2966,4.8385,157.493,-65.4808,46.0196,-135.195,169.68,5.43059,2,0
148029,388,302671842,432.937,0.00872011,141.78,82.5528,-87.3287,51.4092,479.847,-81.7675,78.51,-429.111,328.989,13.4993,5,0
148029,388,302692466,285.629,0.013207,114.406,-81.0747,-72.9254,30.5628,358.972,63.2159,74.5659,345.042,206.803,10.4906,2,0
148029,388,302715330,297.914,0.0295352,163.861,90.5467,-112.325,76.2918,136.006,-60.7089,85.3233,-84.9377,248.993,18.8113,2,0
148029,388,302719226,226.809,0.0161021,124.002,20.4531,-116.827,7.05968,113.385,-25.3453,97.3415,-48.8195,222.536,7.04408,3,0
148029,388,302719538,807.282,0.00134279,404.859,-3.14881,60.5921,400.258,479.45,1.47672,-52.6602,-398.989,247.213,14.7165,4,0
148029,388,302737210,191.82,0.0166643,154.439,-68.7566,-74.1773,116.031,213.349,38.4616,71.9629,196.631,182.739,5.83515,2,0
148029,388,302731258,316.923,0.0115753,281.712,139.504,68.9577,-234.156,123.49,-106.337,-46.9135,-5.80777,275.346,9.94979,3,0
148029,388,302752394,196.852,0.0380674,846.356,103.957,-8.55657,839.84,773.982,-91.8043,11.5384,765.078,213.803,14.127,3,0
148029,388,302764162,361.005,0.0150317,389.055,76.4219,113.095,-363.944,108.212,-57.419,-87.4907,23.7853,241.145,15.0688,2,0
148029,388,302770698,190.658,0.0330798,93.7499,-80.1355,-46.6628,1.62884,119.854,28.7457,73.0218,88.0622,171.208,11.1681,2,0
148029,388,302790498,282.397,0.00874615,111.056,-99.9617,-0.324499,44.3388,467.011,88.3188,-21.8132,457.747,190.935,6.71489,2,0
148029,388,302802666,261.762,0.00235603,136.155,-120.52,-1.87381,-61.4076,275.085,104.283,-3.13934,-254.078,224.865,1.39182,2,0
148029,388,302781314,186.141,0.0104633,524.568,-67.1629,-71.644,515.276,244.12,65.6581,46.2614,230.055,178.521,4.63407,2,0
148029,388,302806898,317.398,0.0098851,361.767,91.6688,-121.837,-327.179,693.857,-87.9286,115.108,-671.346,303.689,6.87586,3,1
148029,388,302822554,281.567,0.00909366,168.825,-99.3447,-89.1659,71.9116,325.874,82.8836,31.0723,312.997,225.988,5.7035,3,0
148029,388,302839386,289.802,0.0324159,142.6,-70.9962,117.444,18.1498,185.295,55.9245,-125.319,121.393,274.467,18.8449,2,0
148029,388,302833418,293.312,0.0147791,425.183,-24.4906,63.6442,-359.011,75.2258,20.133,-63.513,31.947,291.248,18.5901,3,0
148029,388,302851370,370.953,0.00324693,174.275,85.5452,87.9754,123.418,198.707,-82.935,-88.2057,-157.242,243.782,3.68476,2,0
148029,388,302861546,360.434,0.0125413,140.522,117.423,-12.4019,-73.365,792.786,-100.964,26.09,-785.874,222.356,13.8261,2,0
148029,388,302897466,295.474,0.019755,827.994,-1.14818,115.758,819.49,165.581,-6.12606,-103.792,128.226,219.737,15.3975,2,0
148029,388,302902722,242.385,0.0195194,181.525,-137.131,17.5725,94.4306,147.067,103.937,3.17128,80.0604,248.119,8.53164,4,0
148029,388,302911450,258.072,0.031326,374.973,102.668,33.0373,328.878,54.2764,-46.0961,11.3382,-24.1119,225.989,18.4044,3,0
148029,388,302925426,596.444,0.00706646,275.511,-127.311,-19.4616,-108.053,595.397,107.647,33.9846,584.401,347.35,20.127,4,0
148029,388,302932570,193.88,0.0172576,98.6621,53.6475,81.2507,-4.94442,111.376,-46.9152,-71.6286,-69.1687,182.989,6.7869,2,0
148029,388,302929866,1015,0.00165923,376.096,96.693,121.905,341.946,695.516,-99.9657,-77.0419,-683.781,281.805,10.9649,2,0
148029,388,302958922,231.079,0.100069,190.858,-48.5676,160.702,85.8393,80.3468,36.7377,-49.8148,49.3863,229.777,32.0498,2,0
148029,388,302978930,411.371,0.00625438,198.938,-82.8944,70.9922,165.693,213.826,73.5374,-72.1662,-187.012,212.172,9.57725,2,0
148029,388,302982546,230.981,0.0253761,655.256,-12.127,91.4849,-648.302,106.883,14.1444,-71.6486,-75.9961,165.317,14.6577,2,0
148029,388,302983618,299.34,0.0396178,325.159,-102.169,-95.4194,293.17,885.643,91.1218,47.3594,879.575,242.492,25.6825,2,0
148029,388,302993370,660.783,0.00154816,442.252,-102.914,-7.72675,429.671,249.427,92.8637,-28.2772,-228.971,200.277,5.90717,2,0
148029,388,303028282,425.711,0.0179119,345.554,-0.706829,157.17,51.1965,571.57,-0.0717059,-154.855,549.831,443.895,20.6514,3,0
148029,388,303043834,457.124,0.0236046,237.519,82.9627,175.299,2.12245,377.168,-75.4715,-147.513,-327.873,383.435,25.5189,4,0
148029,388,303045002,511.169,0.00600324,122.578,28.1758,91.142,-75.3523,621.543,-63.4882,-66.4326,614.686,187.289,15.5966,2,0
148029,388,303052338,210.555,0.016326,141.522,-119.773,41.051,55.8686,78.2927,74.2715,3.80287,-15.5801,200.982,5.80142,2,0
148029,388,303071114,239.872,0.0488608,189.595,-56.0061,144.116,-78.2365,126.044,17.9947,-73.9724,-99.3883,242.27,18.1282,3,0
148029,388,303097378,376.656,0.00464583,143.582,121.132,29.1949,69.3205,284.427,-85.2296,-27.9998,-269.336,214.311,7.38309,2,0
148029,388,303098658,205.283,0.0331728,138.146,-99.1577,33.278,-55.4417,98.9787,86.3953,-43.7035,-11.2774,208.586,15.0975,3,0
148029,388,303079578,440.519,0.00767193,197.554,-49.4857,116.72,150.937,251.307,14.7882,-94.9978,-231.553,222.919,11.5958,2,0
148029,388,303107130,277.549,0.0151109,110.507,101.661,8.59513,-41.0581,199.638,-90.5872,0.6691,177.538,192.613,11.2649,2,0
148029,388,303084978,622.516,0.00831814,258.157,80.9262,49.1991,239.254,444.415,-46.1376,-32.7526,-375.752,226.93,33.981,3,0
148029,388,302315459,259.489,0.0271247,183.658,-73.6305,-86.2168,-30.9413,160.272,40.331,86.0094,128.269,242.39,15.5604,3,0
148029,388,302321883,389.233,0.0103613,372.188,80.5669,-116.701,-334.784,177.964,-61.4831,116.505,24.7497,313.274,10.9578,4,0
148029,388,302323171,320.224,0.0234019,169.118,-125.371,-28.8212,108.055,635.781,91.2498,-6.17176,628.958,220.099,19.0214,2,0
148029,388,302330747,584.17,0.00102481,152.509,-100.493,-108.251,-35.1419,825.735,92.4347,100.698,794.802,319.372,2.5377,3,0
148029,388,302345843,231.251,0.0374042,544.164,-94.8776,-31.3053,534.522,90.0904,69.9549,8.5748,54.7534,170.387,24.2922,2,0
148029,388,302347643,247.597,0.0153817,370.926,94.8431,16.3405,357.939,103.64,-91.3682,-10.3205,45.2189,188.19,9.87346,2,0
148029,388,302355283,565.874,0.00112551,700.829,-39.764,-83.5768,-694.663,122.192,25.5516,68.1472,97.6433,165.334,4.50708,2,0
148029,388,302368315,168.823,0.0217684,609.024,-42.7151,-90.1336,-596.349,380.626,2.85763,68.8387,-374.25,179.911,6.43033,3,0
148029,388,302366675,552.94,0.00330013,263.74,-68.8542,-89.0225,-237.457,291.925,41.1625,76.1206,278.556,199.08,11.3497,2,0
148029,388,302377219,215.449,0.021478,115.704,-101.554,46.8384,-20.4451,143.383,74.8428,-27.5287,-117.96,191.58,8.90695,2,0
148029,388,302374443,339.641,0.0109387,218.222,77.9685,66.1914,-144.236,163.751,-61.3384,-41.1082,145.12,204.918,14.473,3,0
148029,388,302417643,221.274,0.0237814,110.142,28.5331,-102.463,25.3068,118.834,-18.0524,86.0993,-79.2941,194.334,11.3469,2,0
148029,388,302430187,511.6,0.0110669,182.958,-50.2842,-118.887,-126.443,386.833,46.1093,96.6215,371.408,236.143,22.4739,2,0
148029,388,302425331,499.597,0.00525951,294.208,-6.81706,-275.051,-3.12731,227.706,0.565119,223.131,-35.4601,510.782,4.79136,3,0
148029,388,302444779,530.645,0.00594556,178.253,-51.9291,160.333,-55.8448,495.097,29.593,-158.905,465.698,330.169,10.6694,2,0
148029,388,302447651,379.851,0.0117253,222.328,136.241,-15.6081,-22.8848,464.573,-128.713,17.3767,-445.37,293.065,12.493,3,0
148029,388,302470547,346.065,0.00768442,107.797,-102.936,6.44771,21.7592,592.296,98.1306,-8.75182,583.851,201.658,9.25966,2,0
148029,388,302480675,246.856,0.0237247,727.014,-17.2124,117.211,717.203,336.349,24.9476,-109.342,314.356,233.719,12.6961,3,0
148029,388,302480803,829.322,0.00354565,301.807,-107.611,31.6076,-279.152,589.85,85.8459,-13.8402,572.147,212.873,21.9235,3,0
148029,388,302509059,242.999,0.0158556,137.643,127.182,-23.8305,-40.0704,111.389,-77.7559,-10.3449,77.7494,207.837,8.14306,2,0
148029,388,302523379,283.13,0.0102697,282.63,97.6593,27.9745,-263.038,96.9033,-84.8711,-43.8227,12.1949,197.104,8.39618,2,0
148029,388,302520507,402.771,0.0140246,349.019,64.4913,64.1509,239.733,161.425,16.0992,-87.8153,-133.07,303.233,18.6385,3,0
148029,388,302523179,243.937,0.0318241,457.298,35.0476,-112.999,441.411,243.373,-35.9378,107.979,214.635,232.112,16.0116,2,0
148029,388,302525939,243.488,0.0808317,137.402,131.651,-23.3772,2.83416,131.558,-83.6403,1.80619,100.51,217.37,35.5015,2,0
148029,388,302527739,205.364,0.0654883,211.489,126.319,-15.6406,-137.09,117.477,-69.91,34.7603,-85.8786,235.812,20.9361,3,0
148029,388,302538899,486.827,0.00380519,111.521,55.7222,-85.681,-31.1618,789.71,-54.5011,77.2059,784.02,196.711,8.78792,2,0
148029,388,302544411,404.587,0.0116185,225.912,-139.165,-47.5647,-170.249,182.751,112.961,27.7518,138.488,263.389,13.1209,2,0
148029,388,302551659,172.578,0.0247136,133.835,-18.9926,-89.9361,95.0498,147.95,25.5527,73.9,124.736,170.113,7.96471,2,0
148029,388,302554059,332.75,0.00989259,145.918,99.4591,-89.835,55.774,453.126,-80.6723,62.9694,441.238,236.363,8.27894,2,0
148029,388,302588243,136.671,0.0171383,205.262,29.5509,61.8157,-193.28,98.9343,-13.3026,-58.9808,-77.9214,128.978,4.65884,2,0
148029,388,302593019,226.666,0.0329938,90.2396,57.6106,-52.6485,-44.3882,207.84,-3.53153,60.1114,147.335,212.991,18.0004,3,0
148029,388,302596107,470.546,0.0026381,111.562,-73.0492,-67.6769,-45.9951,658.168,61.1555,57.7569,652.719,183.699,5.92035,2,0
148029,388,302609683,219.901,0.0303115,132.285,-28.5567,87.3117,93.6027,416.793,7.64254,-83.4996,408.171,175.712,15.8616,2,0
148029,388,302596955,203.982,0.040433,316.564,-62.144,-105.159,291.854,304.861,26.1853,72.5403,294.787,199.271,13.6059,2,0
148029,388,302628187,366.08,0.00541235,189.583,179.926,-19.6655,-49.5361,248.78,-163.04,11.2834,-186.254,344.428,4.0963,2,0
148029,388,302638427,467.39,0.00197515,345.679,11.2236,43.1063,342.773,266.224,34.0889,7.97815,-154.362,240.613,9.3218,3,0
148029,388,302588403,1458.41,0.0023938,549.356,226.439,-312.48,161.166,1620.09,-216.972,300.321,-1557.23,852.01,13.3452,5,0
148029,388,302625963,183.101,0.0133276,154.402,-18.3949,90.9276,-92.6977,183.006,20.191,-81.6419,-162.106,204.563,5.33764,3,0
148029,388,302638219,412.42,0.0249119,398.141,-188.481,35.9417,-347.276,1105.9,133.998,12.7878,-1097.64,326.484,21.4001,2,0
148029,388,302651347,238.106,0.031004,284.716,78.7734,-76.8127,262.199,135.538,-72.0308,78.4173,83.0078,216.503,16.4414,2,0
148029,388,302649219,271.757,0.0354628,152.26,-101.063,-103.371,43.9732,139.582,81.039,97.5758,52.328,271.406,18.1838,2,0
148029,388,302649539,368.792,0.00613204,1032.84,89.441,-40.6646,-997.672,49.7304,-30.8992,35.3124,13.2326,289.562,8.19876,3,0
148029,388,302655667,555.331,0.0138794,875.475,-41.1751,178.825,-855.382,177.177,53.543,-164.125,-37.5289,356.143,24.6299,2,0
