Ticker,BioNTech,BioNTech,BioNTech,BioNTech,BioNTech,BioNTech,Moderna,Moderna,Moderna,Moderna,Moderna,Moderna,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Sinovac,Sinovac,Sinovac,Sinovac,Sinovac,Sinovac,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Novavax,Novavax,Novavax,Novavax,Novavax,Novavax,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca
Stock Info,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,17.28499984741211,16.6299991607666,16.920000076293945,17.0,136700,17.0,17.155000686645508,16.65999984741211,16.959999084472656,16.989999771118164,751700,16.989999771118164,129.97000122070312,128.55999755859375,129.6999969482422,129.1199951171875,4506300.0,122.5665512084961,2.390000104904175,2.190000057220459,2.3299999237060547,2.200000047683716,591500,2.200000047683716,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,300.0,3.2764554023742676,4.710000038146973,4.400000095367432,4.639999866485596,4.5,578000,4.5,47.810001373291016,47.13999938964844,47.41999816894531,47.59000015258789,2264200.0,45.03150177001953
2019-10-30,17.190000534057617,16.43000030517578,17.0,16.790000915527344,94100,16.790000915527344,17.239999771118164,16.520000457763672,16.950000762939453,17.139999389648438,958700,17.139999389648438,133.52999877929688,131.72999572753906,133.3000030517578,132.83999633789062,9627600.0,126.09777069091797,2.2100000381469727,2.130000114440918,2.200000047683716,2.190000057220459,443900,2.190000057220459,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0.0,3.2764554023742676,4.570000171661377,4.300000190734863,4.519999980926514,4.420000076293945,417600,4.420000076293945,49.04999923706055,48.220001220703125,48.470001220703125,49.02000045776367,3751100.0,46.38462448120117
2019-10-31,16.81999969482422,16.389999389648438,16.799999237060547,16.81999969482422,63900,16.81999969482422,17.149999618530273,16.489999771118164,17.030000686645508,16.75,1007300,16.75,132.83999633789062,130.88999938964844,132.3800048828125,132.0399932861328,7686700.0,125.33834075927734,2.190000057220459,2.0899999141693115,2.190000057220459,2.130000114440918,726700,2.130000114440918,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0.0,3.2764554023742676,4.360000133514404,4.099999904632568,4.360000133514404,4.170000076293945,752300,4.170000076293945,49.060001373291016,48.22999954223633,48.369998931884766,49.029998779296875,5668200.0,46.39408874511719
2019-11-01,16.799999237060547,16.1200008392334,16.799999237060547,16.520000457763672,82900,16.520000457763672,16.893999099731445,15.520000457763672,16.799999237060547,15.65999984741211,1600600,15.65999984741211,133.0,131.13999938964844,132.0500030517578,131.1999969482422,5541800.0,124.54097747802734,2.2899999618530273,2.119999885559082,2.130000114440918,2.2799999713897705,764700,2.2799999713897705,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0.0,3.2764554023742676,4.380000114440918,4.150000095367432,4.170000076293945,4.309999942779541,380000,4.309999942779541,49.220001220703125,48.27000045776367,49.209999084472656,48.38999938964844,2804100.0,45.78849792480469
2019-11-04,19.68000030517578,17.049999237060547,17.049999237060547,18.969999313354492,206800,18.969999313354492,16.799999237060547,15.829999923706055,15.899999618530273,16.799999237060547,1330000,16.799999237060547,131.9499969482422,130.08999633789062,131.8000030517578,130.22999572753906,6140300.0,123.62020874023438,2.450000047683716,2.2799999713897705,2.2899999618530273,2.380000114440918,729900,2.380000114440918,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0.0,3.2764554023742676,4.710000038146973,4.400000095367432,4.460000038146973,4.619999885559082,1053800,4.619999885559082,48.54999923706055,48.04999923706055,48.52000045776367,48.11000061035156,2324000.0,45.52355194091797
2019-11-05,20.389999389648438,18.229999542236328,20.389999389648438,18.479999542236328,97900,18.479999542236328,17.719999313354492,16.709999084472656,16.940000534057617,16.889999389648438,1741300,16.889999389648438,131.47000122070312,129.67999267578125,130.52999877929688,130.4199981689453,6257300.0,123.80059051513672,2.8499999046325684,2.450000047683716,2.819999933242798,2.5299999713897705,3500500,2.5299999713897705,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,2500.0,3.267094135284424,4.710000038146973,4.429999828338623,4.650000095367432,4.460000038146973,896600,4.460000038146973,47.77000045776367,47.08000183105469,47.70000076293945,47.20000076293945,3638300.0,44.662471771240234
2019-11-06,18.65999984741211,17.030000686645508,18.389999389648438,17.3799991607666,88100,17.3799991607666,17.489999771118164,16.049999237060547,16.829999923706055,16.1299991607666,1575400,16.1299991607666,131.47999572753906,129.6999969482422,130.4199981689453,130.9600067138672,5450000.0,124.31317901611328,2.549999952316284,2.450000047683716,2.549999952316284,2.509999990463257,935600,2.509999990463257,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,0.0,3.267094135284424,4.559999942779541,4.400000095367432,4.449999809265137,4.420000076293945,407300,4.420000076293945,47.45000076293945,47.13999938964844,47.189998626708984,47.34000015258789,4024500.0,44.794944763183594
2019-11-07,18.579999923706055,17.360000610351562,17.360000610351562,18.420000076293945,47700,18.420000076293945,17.607999801635742,16.280000686645508,16.329999923706055,17.5,2043600,17.5,132.3800048828125,131.00999450683594,131.72999572753906,131.42999267578125,5873700.0,124.7593002319336,2.640000104904175,2.450000047683716,2.509999990463257,2.5799999237060547,990400,2.5799999237060547,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.6500000953674316,3.619999885559082,3.6500000953674316,3.619999885559082,4500.0,3.3887908458709717,4.579999923706055,4.320000171661377,4.440000057220459,4.5,432600,4.5,47.130001068115234,46.720001220703125,47.099998474121094,46.79999923706055,3143500.0,44.28398132324219
2019-11-08,19.139999389648438,18.350000381469727,18.350000381469727,18.8700008392334,78100,18.8700008392334,17.5,17.110000610351562,17.25,17.489999771118164,973600,17.489999771118164,133.0399932861328,130.97000122070312,131.3000030517578,133.0,5003000.0,126.24962615966797,2.609999895095825,2.4600000381469727,2.5399999618530273,2.5199999809265137,700600,2.5199999809265137,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.619999885559082,3.619999885559082,3.619999885559082,3.619999885559082,0.0,3.3887908458709717,4.849999904632568,4.349999904632568,4.639999866485596,4.590000152587891,858200,4.590000152587891,47.630001068115234,46.310001373291016,46.52000045776367,47.2599983215332,5334000.0,44.719242095947266
2019-11-11,19.979999542236328,19.040000915527344,19.360000610351562,19.739999771118164,148100,19.739999771118164,17.520000457763672,17.200000762939453,17.329999923706055,17.399999618530273,941900,17.399999618530273,132.52000427246094,131.3300018310547,132.27000427246094,131.97999572753906,4371400.0,125.28141021728516,2.5,2.4100000858306885,2.4800000190734863,2.450000047683716,808700,2.450000047683716,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,1000.0,3.3139004707336426,4.630000114440918,4.260000228881836,4.630000114440918,4.349999904632568,634900,4.349999904632568,46.97999954223633,46.38999938964844,46.400001525878906,46.880001068115234,1957300.0,44.35967254638672
2019-11-12,19.709999084472656,17.06999969482422,19.5,17.639999389648438,228200,17.639999389648438,18.100000381469727,17.30299949645996,17.34000015258789,17.989999771118164,1978300,17.989999771118164,132.08999633789062,131.02000427246094,132.0,131.35000610351562,5228700.0,124.68336486816406,2.5399999618530273,2.359999895095825,2.4200000762939453,2.440000057220459,599200,2.440000057220459,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,4.329999923706055,4.099999904632568,4.309999942779541,4.139999866485596,785700,4.139999866485596,47.279998779296875,46.93000030517578,46.97999954223633,47.08000183105469,2533500.0,44.54892349243164
2019-11-13,18.920000076293945,17.799999237060547,17.799999237060547,18.549999237060547,55700,18.549999237060547,18.5,17.709999084472656,18.0,18.25,2014800,18.25,131.49000549316406,130.72000122070312,131.0399932861328,131.27000427246094,5885400.0,124.6074447631836,2.390000104904175,2.200000047683716,2.390000104904175,2.309999942779541,1203100,2.309999942779541,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,100.0,3.3139004707336426,4.199999809265137,4.019999980926514,4.199999809265137,4.190000057220459,703300,4.190000057220459,47.970001220703125,47.45000076293945,47.58000183105469,47.81999969482422,2009400.0,45.249141693115234
2019-11-14,19.3700008392334,18.64699935913086,18.860000610351562,19.0,61800,19.0,18.5,17.90999984741211,18.15999984741211,18.34000015258789,1532500,18.34000015258789,131.36000061035156,130.13999938964844,131.02999877929688,130.9600067138672,4217500.0,124.31317901611328,2.319999933242798,2.190000057220459,2.299999952316284,2.200000047683716,703400,2.200000047683716,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,4.349999904632568,4.090000152587891,4.190000057220459,4.21999979019165,447200,4.21999979019165,47.5099983215332,47.11000061035156,47.45000076293945,47.369998931884766,1498700.0,44.823333740234375
2019-11-15,19.799999237060547,19.020000457763672,19.100000381469727,19.239999771118164,65600,19.239999771118164,19.43000030517578,18.350000381469727,18.389999389648438,19.3700008392334,1880000,19.3700008392334,134.97000122070312,130.77999877929688,131.25,134.94000244140625,10495100.0,128.09120178222656,2.390000104904175,2.200000047683716,2.25,2.3499999046325684,785600,2.3499999046325684,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,4.260000228881836,4.03000020980835,4.260000228881836,4.110000133514404,665100,4.110000133514404,47.529998779296875,46.810001373291016,46.83000183105469,47.439998626708984,2267000.0,44.88957214355469
2019-11-18,20.5,19.149999618530273,19.149999618530273,19.700000762939453,120000,19.700000762939453,19.450000762939453,18.670000076293945,19.209999084472656,19.450000762939453,920600,19.450000762939453,135.69000244140625,132.66000366210938,134.22000122070312,134.8300018310547,9291800.0,127.98674011230469,2.380000114440918,2.25,2.369999885559082,2.2799999713897705,448900,2.2799999713897705,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,4.110000133514404,3.799999952316284,4.099999904632568,3.8299999237060547,1003200,3.8299999237060547,48.150001525878906,47.779998779296875,47.9900016784668,47.939998626708984,1860500.0,45.36268615722656
2019-11-19,20.690000534057617,19.5,19.639999389648438,20.329999923706055,99200,20.329999923706055,19.8700008392334,19.082000732421875,19.270000457763672,19.360000610351562,1144700,19.360000610351562,135.19000244140625,134.2100067138672,135.0,134.82000732421875,5192200.0,127.97723388671875,2.5299999713897705,2.2699999809265137,2.2699999809265137,2.369999885559082,737600,2.369999885559082,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,3.950000047683716,3.700000047683716,3.869999885559082,3.75,700200,3.75,48.029998779296875,47.529998779296875,48.02000045776367,47.66999816894531,2105200.0,45.107200622558594
2019-11-20,21.670000076293945,19.979999542236328,20.0,20.350000381469727,160300,20.350000381469727,20.399999618530273,19.350000381469727,19.3799991607666,20.18000030517578,2316500,20.18000030517578,136.33999633789062,134.07000732421875,135.11000061035156,135.94000244140625,7594400.0,129.04042053222656,2.5,2.369999885559082,2.369999885559082,2.450000047683716,874600,2.450000047683716,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,3.809999942779541,3.690000057220459,3.7799999713897705,3.690000057220459,480700,3.690000057220459,47.36000061035156,46.91999816894531,47.119998931884766,47.0099983215332,2265900.0,44.48268508911133
2019-11-21,22.0,18.600000381469727,20.799999237060547,19.68000030517578,190000,19.68000030517578,20.31999969482422,19.690000534057617,19.979999542236328,20.200000762939453,1202500,20.200000762939453,136.85000610351562,135.0,135.94000244140625,136.44000244140625,6424900.0,129.51504516601562,2.5199999809265137,2.4000000953674316,2.4800000190734863,2.5,961000,2.5,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,3.9000000953674316,3.5399999618530273,3.700000047683716,3.809999942779541,512400,3.809999942779541,47.869998931884766,46.66999816894531,46.77000045776367,47.61000061035156,2394800.0,45.05043029785156
2019-11-22,21.979999542236328,20.0,20.0,21.329999923706055,89900,21.329999923706055,20.729999542236328,19.860000610351562,20.06999969482422,20.690000534057617,1443300,20.690000534057617,138.6300048828125,136.5,136.64999389648438,138.07000732421875,9235800.0,131.0623016357422,2.5299999713897705,2.450000047683716,2.5,2.5,495600,2.5,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,3.8399999141693115,3.7100000381469727,3.809999942779541,3.759999990463257,342600,3.759999990463257,48.38999938964844,47.810001373291016,48.310001373291016,47.970001220703125,2008700.0,45.39107894897461
2019-11-25,23.399999618530273,20.3799991607666,22.549999237060547,20.75,188900,20.75,21.0,19.950000762939453,20.899999618530273,20.0,1926900,20.0,137.64999389648438,136.24000549316406,137.05999755859375,137.17999267578125,6111900.0,131.11964416503906,2.6500000953674316,2.509999990463257,2.509999990463257,2.609999895095825,1065900,2.609999895095825,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.5399999618530273,0.0,3.3139004707336426,3.869999885559082,3.740000009536743,3.819999933242798,3.7799999713897705,581700,3.7799999713897705,48.93000030517578,48.599998474121094,48.779998779296875,48.77000045776367,2647000.0,46.148067474365234
2019-11-26,21.450000762939453,20.489999771118164,21.030000686645508,21.360000610351562,89300,21.360000610351562,20.649999618530273,19.81999969482422,20.03700065612793,20.329999923706055,1549400,20.329999923706055,137.33999633789062,135.14999389648438,136.47000122070312,137.1699981689453,10636500.0,131.11009216308594,2.700000047683716,2.509999990463257,2.609999895095825,2.5199999809265137,1800100,2.5199999809265137,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,2100.0,3.1266744136810303,3.8299999237060547,3.700000047683716,3.8299999237060547,3.75,870500,3.75,48.83000183105469,48.619998931884766,48.72999954223633,48.7599983215332,1613200.0,46.13860321044922
2019-11-27,21.979999542236328,21.165000915527344,21.920000076293945,21.8799991607666,29700,21.8799991607666,20.700000762939453,19.989999771118164,20.280000686645508,20.3700008392334,1561200,20.3700008392334,138.25,136.89999389648438,137.16000366210938,137.75,5523000.0,131.66448974609375,2.630000114440918,2.5199999809265137,2.5199999809265137,2.5899999141693115,830000,2.5899999141693115,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.3399999141693115,3.3399999141693115,3.3399999141693115,3.3399999141693115,0.0,3.1266744136810303,4.150000095367432,3.880000114440918,4.0,3.940000057220459,1666500,3.940000057220459,49.0,48.45000076293945,48.459999084472656,48.77000045776367,3655300.0,46.148067474365234
2019-11-29,23.21500015258789,21.850000381469727,22.0,21.979999542236328,57000,21.979999542236328,20.93000030517578,20.280000686645508,20.600000381469727,20.360000610351562,1186700,20.360000610351562,138.27000427246094,136.94000244140625,137.60000610351562,137.49000549316406,3278900.0,131.4159698486328,2.619999885559082,2.490000009536743,2.5,2.5199999809265137,607900,2.5199999809265137,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.2799999713897705,3.2300000190734863,3.2300000190734863,3.2799999713897705,2300.0,3.0705068111419678,5.0,4.059999942779541,4.059999942779541,4.849999904632568,3692700,4.849999904632568,48.61000061035156,48.349998474121094,48.349998474121094,48.47999954223633,1445300.0,45.8736572265625
