signal_id,id_measurement,phase,target
877,292,1,1
878,292,2,1
879,293,0,0
880,293,1,0
881,293,2,0
882,294,0,0
883,294,1,0
884,294,2,0
885,295,0,0
886,295,1,0
887,295,2,0
888,296,0,0
889,296,1,0
890,296,2,0
891,297,0,0
892,297,1,0
893,297,2,0
894,298,0,0
895,298,1,0
896,298,2,0
897,299,0,0
898,299,1,0
899,299,2,0
900,300,0,0
901,300,1,0
902,300,2,0
903,301,0,1
904,301,1,0
905,301,2,0
906,302,0,0
907,302,1,0
908,302,2,0
909,303,0,0
910,303,1,0
911,303,2,0
912,304,0,1
913,304,1,1
914,304,2,1
915,305,0,0
916,305,1,0
917,305,2,0
918,306,0,0
919,306,1,0
920,306,2,0
921,307,0,0
922,307,1,0
923,307,2,0
924,308,0,0
925,308,1,0
926,308,2,0
927,309,0,0
928,309,1,0
929,309,2,0
930,310,0,0
931,310,1,0
932,310,2,0
933,311,0,0
934,311,1,0
935,311,2,0
936,312,0,0
937,312,1,0
938,312,2,0
939,313,0,1
940,313,1,1
941,313,2,1
942,314,0,0
943,314,1,0
944,314,2,0
945,315,0,0
946,315,1,0
947,315,2,0
948,316,0,0
949,316,1,0
950,316,2,0
951,317,0,0
952,317,1,0
953,317,2,0
954,318,0,0
955,318,1,0
956,318,2,0
957,319,0,0
958,319,1,0
959,319,2,0
960,320,0,0
961,320,1,0
962,320,2,0
963,321,0,0
964,321,1,0
965,321,2,0
966,322,0,0
967,322,1,0
968,322,2,0
969,323,0,0
970,323,1,0
971,323,2,0
972,324,0,0
973,324,1,0
974,324,2,0
975,325,0,0
976,325,1,0
977,325,2,0
978,326,0,0
979,326,1,0
980,326,2,0
981,327,0,0
982,327,1,0
983,327,2,0
984,328,0,0
985,328,1,0
986,328,2,0
987,329,0,0
988,329,1,0
989,329,2,0
990,330,0,0
991,330,1,0
992,330,2,0
993,331,0,0
994,331,1,0
995,331,2,0
996,332,0,0
997,332,1,0
998,332,2,0
999,333,0,0
1000,333,1,0
1001,333,2,0
1002,334,0,1
1003,334,1,1
1004,334,2,1
1005,335,0,0
1006,335,1,0
1007,335,2,0
1008,336,0,0
1009,336,1,0
1010,336,2,0
1011,337,0,0
1012,337,1,0
1013,337,2,0
1014,338,0,0
1015,338,1,0
1016,338,2,0
1017,339,0,1
1018,339,1,1
1019,339,2,1
1020,340,0,0
1021,340,1,0
1022,340,2,0
1023,341,0,0
1024,341,1,0
1025,341,2,0
1026,342,0,1
1027,342,1,1
1028,342,2,1
1029,343,0,0
1030,343,1,0
1031,343,2,0
1032,344,0,1
1033,344,1,1
1034,344,2,1
1035,345,0,0
1036,345,1,0
1037,345,2,0
1038,346,0,0
1039,346,1,0
1040,346,2,0
1041,347,0,0
1042,347,1,0
1043,347,2,0
1044,348,0,0
1045,348,1,0
1046,348,2,0
1047,349,0,0
1048,349,1,0
1049,349,2,0
1050,350,0,1
1051,350,1,1
1052,350,2,1
1053,351,0,0
1054,351,1,0
1055,351,2,0
1056,352,0,0
1057,352,1,0
1058,352,2,0
1059,353,0,0
1060,353,1,0
1061,353,2,0
1062,354,0,0
1063,354,1,0
1064,354,2,0
1065,355,0,0
1066,355,1,0
1067,355,2,0
1068,356,0,0
1069,356,1,0
1070,356,2,0
1071,357,0,0
1072,357,1,0
1073,357,2,0
1074,358,0,1
1075,358,1,1
1076,358,2,1
1077,359,0,0
1078,359,1,0
1079,359,2,0
1080,360,0,0
1081,360,1,0
1082,360,2,0
1083,361,0,1
1084,361,1,1
1085,361,2,1
1086,362,0,0
1087,362,1,0
1088,362,2,0
1089,363,0,0
1090,363,1,0
1091,363,2,0
1092,364,0,0
1093,364,1,0
1094,364,2,0
1095,365,0,0
1096,365,1,0
1097,365,2,0
1098,366,0,0
1099,366,1,0
1100,366,2,0
1101,367,0,0
1102,367,1,0
1103,367,2,0
1104,368,0,0
1105,368,1,0
1106,368,2,0
1107,369,0,0
1108,369,1,0
1109,369,2,0
1110,370,0,0
1111,370,1,0
1112,370,2,0
1113,371,0,0
1114,371,1,0
1115,371,2,0
1116,372,0,0
1117,372,1,0
1118,372,2,0
1119,373,0,0
1120,373,1,0
1121,373,2,0
1122,374,0,0
1123,374,1,0
1124,374,2,0
1125,375,0,0
1126,375,1,0
1127,375,2,0
1128,376,0,0
1129,376,1,0
1130,376,2,0
1131,377,0,0
1132,377,1,0
1133,377,2,0
1134,378,0,1
1135,378,1,1
1136,378,2,1
1137,379,0,0
1138,379,1,0
1139,379,2,0
1140,380,0,0
1141,380,1,0
1142,380,2,0
1143,381,0,0
1144,381,1,0
1145,381,2,0
1146,382,0,0
1147,382,1,0
1148,382,2,0
1149,383,0,0
1150,383,1,0
1151,383,2,0
1152,384,0,0
1153,384,1,0
1154,384,2,0
1155,385,0,0
1156,385,1,0
1157,385,2,0
1158,386,0,0
1159,386,1,0
1160,386,2,0
1161,387,0,0
1162,387,1,0
1163,387,2,0
1164,388,0,0
1165,388,1,0
1166,388,2,0
1167,389,0,0
1168,389,1,0
1169,389,2,0
1170,390,0,0
1171,390,1,0
1172,390,2,0
1173,391,0,0
1174,391,1,0
1175,391,2,0
1176,392,0,0
1177,392,1,0
1178,392,2,0
1179,393,0,0
1180,393,1,0
1181,393,2,0
1182,394,0,0
1183,394,1,0
1184,394,2,0
1185,395,0,0
1186,395,1,0
1187,395,2,0
1188,396,0,0
1189,396,1,0
1190,396,2,0
1191,397,0,0
1192,397,1,0
1193,397,2,0
1194,398,0,0
1195,398,1,0
1196,398,2,0
1197,399,0,0
1198,399,1,0
1199,399,2,0
1200,400,0,0
1201,400,1,0
1202,400,2,0
1203,401,0,0
1204,401,1,0
1205,401,2,0
1206,402,0,0
1207,402,1,0
1208,402,2,0
1209,403,0,0
1210,403,1,0
1211,403,2,0
1212,404,0,0
1213,404,1,0
1214,404,2,0
1215,405,0,0
1216,405,1,0
1217,405,2,0
1218,406,0,0
1219,406,1,0
1220,406,2,0
1221,407,0,0
1222,407,1,0
1223,407,2,0
1224,408,0,0
1225,408,1,0
1226,408,2,0
1227,409,0,0
1228,409,1,0
1229,409,2,0
1230,410,0,0
1231,410,1,0
1232,410,2,0
1233,411,0,0
1234,411,1,0
1235,411,2,0
1236,412,0,0
1237,412,1,0
1238,412,2,0
1239,413,0,0
1240,413,1,0
1241,413,2,0
1242,414,0,0
1243,414,1,0
1244,414,2,0
1245,415,0,0
1246,415,1,0
1247,415,2,0
1248,416,0,0
1249,416,1,0
1250,416,2,0
1251,417,0,0
1252,417,1,0
1253,417,2,0
1254,418,0,0
1255,418,1,0
1256,418,2,0
1257,419,0,0
1258,419,1,0
1259,419,2,0
1260,420,0,0
1261,420,1,0
1262,420,2,0
1263,421,0,1
1264,421,1,1
1265,421,2,1
1266,422,0,0
1267,422,1,0
1268,422,2,0
1269,423,0,0
1270,423,1,0
1271,423,2,0
1272,424,0,0
1273,424,1,0
1274,424,2,0
1275,425,0,0
1276,425,1,0
1277,425,2,0
1278,426,0,0
1279,426,1,0
1280,426,2,0
1281,427,0,0
1282,427,1,0
1283,427,2,0
1284,428,0,0
1285,428,1,0
1286,428,2,0
1287,429,0,0
1288,429,1,0
1289,429,2,0
1290,430,0,0
1291,430,1,0
1292,430,2,0
1293,431,0,0
1294,431,1,0
1295,431,2,0
1296,432,0,0
1297,432,1,0
1298,432,2,0
1299,433,0,0
1300,433,1,0
1301,433,2,0
1302,434,0,0
1303,434,1,0
1304,434,2,0
1305,435,0,0
1306,435,1,0
1307,435,2,0
1308,436,0,0
1309,436,1,0
1310,436,2,0
1311,437,0,0
1312,437,1,0
1313,437,2,0
1314,438,0,0
1315,438,1,0
1316,438,2,0
1317,439,0,0
1318,439,1,0
1319,439,2,0
1320,440,0,0
1321,440,1,0
1322,440,2,0
1323,441,0,0
1324,441,1,0
1325,441,2,0
1326,442,0,0
1327,442,1,0
1328,442,2,0
1329,443,0,0
1330,443,1,0
1331,443,2,1
1332,444,0,0
1333,444,1,0
1334,444,2,0
1335,445,0,1
1336,445,1,1
1337,445,2,1
1338,446,0,0
1339,446,1,0
1340,446,2,0
1341,447,0,0
1342,447,1,0
1343,447,2,0
1344,448,0,0
1345,448,1,0
1346,448,2,0
1347,449,0,0
1348,449,1,0
1349,449,2,0
1350,450,0,0
1351,450,1,0
1352,450,2,0
1353,451,0,0
1354,451,1,0
1355,451,2,0
1356,452,0,0
1357,452,1,0
1358,452,2,0
1359,453,0,0
1360,453,1,0
1361,453,2,0
1362,454,0,0
1363,454,1,0
1364,454,2,0
1365,455,0,0
1366,455,1,0
1367,455,2,0
1368,456,0,0
1369,456,1,0
1370,456,2,0
1371,457,0,0
1372,457,1,0
1373,457,2,0
1374,458,0,0
1375,458,1,0
1376,458,2,0
1377,459,0,0
1378,459,1,0
1379,459,2,0
1380,460,0,0
1381,460,1,0
1382,460,2,0
1383,461,0,0
1384,461,1,0
1385,461,2,0
1386,462,0,0
1387,462,1,0
1388,462,2,0
1389,463,0,0
1390,463,1,0
1391,463,2,0
1392,464,0,0
1393,464,1,0
1394,464,2,0
1395,465,0,0
1396,465,1,0
1397,465,2,0
1398,466,0,0
1399,466,1,0
1400,466,2,0
1401,467,0,0
1402,467,1,0
1403,467,2,0
1404,468,0,0
1405,468,1,0
1406,468,2,0
1407,469,0,0
1408,469,1,0
1409,469,2,0
1410,470,0,0
1411,470,1,0
1412,470,2,0
1413,471,0,0
1414,471,1,0
1415,471,2,0
1416,472,0,0
1417,472,1,0
1418,472,2,0
1419,473,0,0
1420,473,1,0
1421,473,2,0
1422,474,0,0
1423,474,1,0
1424,474,2,0
1425,475,0,0
1426,475,1,0
1427,475,2,0
1428,476,0,0
1429,476,1,0
1430,476,2,0
1431,477,0,0
1432,477,1,0
1433,477,2,0
1434,478,0,1
1435,478,1,1
1436,478,2,1
1437,479,0,0
1438,479,1,0
1439,479,2,0
1440,480,0,0
1441,480,1,0
1442,480,2,0
1443,481,0,0
1444,481,1,0
1445,481,2,0
1446,482,0,0
1447,482,1,0
1448,482,2,0
1449,483,0,1
1450,483,1,1
1451,483,2,1
1452,484,0,0
1453,484,1,0
1454,484,2,0
1455,485,0,1
1456,485,1,1
1457,485,2,1
1458,486,0,0
1459,486,1,0
1460,486,2,0
1461,487,0,0
1462,487,1,0
1463,487,2,0
1464,488,0,0
1465,488,1,0
1466,488,2,0
1467,489,0,0
1468,489,1,0
1469,489,2,0
1470,490,0,0
1471,490,1,0
1472,490,2,0
1473,491,0,0
1474,491,1,0
1475,491,2,0
1476,492,0,0
1477,492,1,0
1478,492,2,0
1479,493,0,0
1480,493,1,0
1481,493,2,0
1482,494,0,0
1483,494,1,0
1484,494,2,0
1485,495,0,0
1486,495,1,0
1487,495,2,0
1488,496,0,0
1489,496,1,0
1490,496,2,0
1491,497,0,0
1492,497,1,0
1493,497,2,0
1494,498,0,0
1495,498,1,0
1496,498,2,0
1497,499,0,0
1498,499,1,0
1499,499,2,0
1500,500,0,0
1501,500,1,0
1502,500,2,0
1503,501,0,0
1504,501,1,0
1505,501,2,0
1506,502,0,0
1507,502,1,0
1508,502,2,0
1509,503,0,0
1510,503,1,0
1511,503,2,0
1512,504,0,0
1513,504,1,0
1514,504,2,0
1515,505,0,0
1516,505,1,0
1517,505,2,0
1518,506,0,0
1519,506,1,0
1520,506,2,0
1521,507,0,0
1522,507,1,0
1523,507,2,0
1524,508,0,0
1525,508,1,0
1526,508,2,0
1527,509,0,0
1528,509,1,0
1529,509,2,0
1530,510,0,0
1531,510,1,0
1532,510,2,0
1533,511,0,0
1534,511,1,0
1535,511,2,0
1536,512,0,0
1537,512,1,0
1538,512,2,0
1539,513,0,0
1540,513,1,0
1541,513,2,0
1542,514,0,0
1543,514,1,0
1544,514,2,0
1545,515,0,0
1546,515,1,0
1547,515,2,0
1548,516,0,0
1549,516,1,0
1550,516,2,0
1551,517,0,0
1552,517,1,0
1553,517,2,0
1554,518,0,1
1555,518,1,0
1556,518,2,0
1557,519,0,0
1558,519,1,0
1559,519,2,0
1560,520,0,0
1561,520,1,0
1562,520,2,0
1563,521,0,0
1564,521,1,0
1565,521,2,0
1566,522,0,0
1567,522,1,0
1568,522,2,0
1569,523,0,0
1570,523,1,0
1571,523,2,0
1572,524,0,0
1573,524,1,0
1574,524,2,0
1575,525,0,1
1576,525,1,1
1577,525,2,1
1578,526,0,0
1579,526,1,0
1580,526,2,0
1581,527,0,0
1582,527,1,0
1583,527,2,0
1584,528,0,0
1585,528,1,0
1586,528,2,0
1587,529,0,0
1588,529,1,0
1589,529,2,0
1590,530,0,0
1591,530,1,0
1592,530,2,0
1593,531,0,0
1594,531,1,0
1595,531,2,0
1596,532,0,0
1597,532,1,0
1598,532,2,0
1599,533,0,0
1600,533,1,0
1601,533,2,0
1602,534,0,0
1603,534,1,0
1604,534,2,0
1605,535,0,0
1606,535,1,0
1607,535,2,0
1608,536,0,0
1609,536,1,0
1610,536,2,0
1611,537,0,0
1612,537,1,0
1613,537,2,0
1614,538,0,0
1615,538,1,0
1616,538,2,0
1617,539,0,0
1618,539,1,0
1619,539,2,0
1620,540,0,0
1621,540,1,0
1622,540,2,0
1623,541,0,0
1624,541,1,0
1625,541,2,0
1626,542,0,0
1627,542,1,0
1628,542,2,0
1629,543,0,0
1630,543,1,0
1631,543,2,0
1632,544,0,0
1633,544,1,0
1634,544,2,0
1635,545,0,0
1636,545,1,0
1637,545,2,0
1638,546,0,0
1639,546,1,0
1640,546,2,0
1641,547,0,0
1642,547,1,0
1643,547,2,0
1644,548,0,0
1645,548,1,0
1646,548,2,0
1647,549,0,0
1648,549,1,0
1649,549,2,0
1650,550,0,0
1651,550,1,0
1652,550,2,0
1653,551,0,0
1654,551,1,0
1655,551,2,0
1656,552,0,0
1657,552,1,0
1658,552,2,0
1659,553,0,0
1660,553,1,0
1661,553,2,0
1662,554,0,0
