LOCATION,SUBJECT,MEASURE,TIME,Value
AUS,WHEAT,TONNE_HA,1993,1.9657640462607
AUS,WHEAT,TONNE_HA,1994,1.14370802178249
AUS,WHEAT,TONNE_HA,1995,1.79655135015946
AUS,WHEAT,TONNE_HA,1996,2.0961960497248
AUS,WHEAT,TONNE_HA,1997,1.8414902786913
AUS,WHEAT,TONNE_HA,1998,1.8533805370706
AUS,WHEAT,TONNE_HA,1999,2.03468113081826
AUS,WHEAT,TONNE_HA,2000,1.77733118969632
AUS,WHEAT,TONNE_HA,2001,2.0952832628947498
AUS,WHEAT,TONNE_HA,2002,0.917338162055977
AUS,WHEAT,TONNE_HA,2003,2.10724941535274
AUS,WHEAT,TONNE_HA,2004,1.6348234942784199
AUS,WHEAT,TONNE_HA,2005,2.02306517719181
AUS,WHEAT,TONNE_HA,2006,0.917274114248879
AUS,WHEAT,TONNE_HA,2007,1.07878836062109
AUS,WHEAT,TONNE_HA,2008,1.58314855874661
AUS,WHEAT,TONNE_HA,2009,1.5729414307213203
AUS,WHEAT,TONNE_HA,2010,2.0300696193006202
AUS,WHEAT,TONNE_HA,2011,2.15112933389332
AUS,WHEAT,TONNE_HA,2012,1.76092148854487
AUS,WHEAT,TONNE_HA,2013,2.00610481247914
AUS,WHEAT,TONNE_HA,2014,1.91723191212922
AUS,WHEAT,TONNE_HA,2015,1.89111232703908
AUS,WHEAT,TONNE_HA,2016,2.71946121688559
AUS,WHEAT,TONNE_HA,2017,2.1934775671332196
AUS,WHEAT,TONNE_HA,2018,2.2057539608481402
AUS,WHEAT,TONNE_HA,2019,2.21485145293827
AUS,WHEAT,TONNE_HA,2020,2.2264517291457997
AUS,WHEAT,TONNE_HA,2021,2.2385036960811897
AUS,WHEAT,TONNE_HA,2022,2.2495187351538903
AUS,WHEAT,TONNE_HA,2023,2.26042806739881
AUS,WHEAT,TONNE_HA,2024,2.2718023495315696
AUS,WHEAT,TONNE_HA,2025,2.2829510389331
AUS,WHEAT,TONNE_HA,2026,2.29471154113916
CAN,RICE,TONNE_HA,1990,0.0
CAN,RICE,TONNE_HA,1991,0.0
CAN,RICE,TONNE_HA,1992,0.0
CAN,RICE,TONNE_HA,1993,0.0
CAN,RICE,TONNE_HA,1994,0.0
CAN,RICE,TONNE_HA,1995,0.0
CAN,RICE,TONNE_HA,1996,0.0
CAN,RICE,TONNE_HA,1997,0.0
CAN,RICE,TONNE_HA,1998,0.0
CAN,RICE,TONNE_HA,1999,0.0
CAN,RICE,TONNE_HA,2000,0.0
CAN,RICE,TONNE_HA,2001,0.0
CAN,RICE,TONNE_HA,2002,0.0
CAN,RICE,TONNE_HA,2003,0.0
CAN,RICE,TONNE_HA,2004,0.0
CAN,RICE,TONNE_HA,2005,0.0
CAN,RICE,TONNE_HA,2006,0.0
CAN,RICE,TONNE_HA,2007,0.0
CAN,RICE,TONNE_HA,2008,0.0
CAN,RICE,TONNE_HA,2009,0.0
CAN,RICE,TONNE_HA,2010,0.0
CAN,RICE,TONNE_HA,2011,0.0
CAN,RICE,TONNE_HA,2012,0.0
CAN,RICE,TONNE_HA,2013,0.0
CAN,RICE,TONNE_HA,2014,0.0
CAN,RICE,TONNE_HA,2015,0.0
CAN,RICE,TONNE_HA,2016,0.0
CAN,RICE,TONNE_HA,2017,0.0
CAN,RICE,TONNE_HA,2018,0.0
CAN,RICE,TONNE_HA,2019,0.0
CAN,RICE,TONNE_HA,2020,0.0
CAN,RICE,TONNE_HA,2021,0.0
CAN,RICE,TONNE_HA,2022,0.0
CAN,RICE,TONNE_HA,2023,0.0
CAN,RICE,TONNE_HA,2024,0.0
CAN,RICE,TONNE_HA,2025,0.0
CAN,RICE,TONNE_HA,2026,0.0
CAN,WHEAT,TONNE_HA,1990,2.27687887921776
CAN,WHEAT,TONNE_HA,1991,2.25590340718517
CAN,WHEAT,TONNE_HA,1992,2.16036501151753
CAN,WHEAT,TONNE_HA,1993,2.2001260636443702
CAN,WHEAT,TONNE_HA,1994,2.12741567191298
CAN,WHEAT,TONNE_HA,1995,2.24670268907507
CAN,WHEAT,TONNE_HA,1996,2.43028746175388
CAN,WHEAT,TONNE_HA,1997,2.12853889276342
CAN,WHEAT,TONNE_HA,1998,2.25496034530694
CAN,WHEAT,TONNE_HA,1999,2.59709270959274
CAN,WHEAT,TONNE_HA,2000,2.4445867265869103
CAN,WHEAT,TONNE_HA,2001,1.94523596245396
CAN,WHEAT,TONNE_HA,2002,1.8324206417331699
CAN,WHEAT,TONNE_HA,2003,2.25645895538444
CAN,WHEAT,TONNE_HA,2004,2.6409377030041803
CAN,WHEAT,TONNE_HA,2005,2.73805270207003
CAN,WHEAT,TONNE_HA,2006,2.60957673157254
CAN,WHEAT,TONNE_HA,2007,2.3317278118599902
CAN,WHEAT,TONNE_HA,2008,2.85749088909333
CAN,WHEAT,TONNE_HA,2009,2.7897292037307997
CAN,WHEAT,TONNE_HA,2010,2.8085003796626298
CAN,WHEAT,TONNE_HA,2011,2.9567962583694
CAN,WHEAT,TONNE_HA,2012,2.86457971377721
CAN,WHEAT,TONNE_HA,2013,3.59430727676754
CAN,WHEAT,TONNE_HA,2014,3.10339899996726
CAN,WHEAT,TONNE_HA,2015,2.88116816669575
CAN,WHEAT,TONNE_HA,2016,3.5738857161668998
CAN,WHEAT,TONNE_HA,2017,3.1861509609435497
CAN,WHEAT,TONNE_HA,2018,3.25926860013874
CAN,WHEAT,TONNE_HA,2019,3.2709962167909503
CAN,WHEAT,TONNE_HA,2020,3.2827238334432103
CAN,WHEAT,TONNE_HA,2021,3.2944514500953503
CAN,WHEAT,TONNE_HA,2022,3.3061790667474003
CAN,WHEAT,TONNE_HA,2023,3.31790668339944
CAN,WHEAT,TONNE_HA,2024,3.32963430005157
CAN,WHEAT,TONNE_HA,2025,3.34136191670371
CAN,WHEAT,TONNE_HA,2026,3.3530895333557598
JPN,RICE,TONNE_HA,1990,4.5863519766351795
JPN,RICE,TONNE_HA,1991,4.24657101004165
JPN,RICE,TONNE_HA,1992,4.5484985752826
JPN,RICE,TONNE_HA,1993,3.3181879381337898
JPN,RICE,TONNE_HA,1994,4.90722694372029
JPN,RICE,TONNE_HA,1995,4.597586402049219
JPN,RICE,TONNE_HA,1996,4.74034597851592
JPN,RICE,TONNE_HA,1997,4.65061443908599
JPN,RICE,TONNE_HA,1998,4.5073625760962095
JPN,RICE,TONNE_HA,1999,4.64907718094804
JPN,RICE,TONNE_HA,2000,4.8575932200645395
JPN,RICE,TONNE_HA,2001,4.809872215427321
JPN,RICE,TONNE_HA,2002,4.7709917058785
JPN,RICE,TONNE_HA,2003,4.23997117091652
JPN,RICE,TONNE_HA,2004,4.6498412695679106
JPN,RICE,TONNE_HA,2005,4.81890035141741
JPN,RICE,TONNE_HA,2006,4.592260663235059
JPN,RICE,TONNE_HA,2007,4.71899820653204
JPN,RICE,TONNE_HA,2008,4.913114935162071
JPN,RICE,TONNE_HA,2009,4.7274901474921505
JPN,RICE,TONNE_HA,2010,4.72088329209331
JPN,RICE,TONNE_HA,2011,4.8300837560387
JPN,RICE,TONNE_HA,2012,4.8841480072812
JPN,RICE,TONNE_HA,2013,4.876761725773809
JPN,RICE,TONNE_HA,2014,5.01492571396731
JPN,RICE,TONNE_HA,2015,5.19054980045215
JPN,RICE,TONNE_HA,2016,5.3259044488954
JPN,RICE,TONNE_HA,2017,5.17712665442734
JPN,RICE,TONNE_HA,2018,5.33261602189984
JPN,RICE,TONNE_HA,2019,5.3473851615734205
JPN,RICE,TONNE_HA,2020,5.36215430124697
JPN,RICE,TONNE_HA,2021,5.37692344092057
JPN,RICE,TONNE_HA,2022,5.39169258059409
JPN,RICE,TONNE_HA,2023,5.406461720267591
JPN,RICE,TONNE_HA,2024,5.421230859941031
JPN,RICE,TONNE_HA,2025,5.43599999961446
JPN,RICE,TONNE_HA,2026,5.441435999611991
JPN,WHEAT,TONNE_HA,1990,3.6559139770906603
JPN,WHEAT,TONNE_HA,1991,3.1797235009720497
JPN,WHEAT,TONNE_HA,1992,3.5384615368119103
JPN,WHEAT,TONNE_HA,1993,3.47494553187639
JPN,WHEAT,TONNE_HA,1994,3.7195523346151695
JPN,WHEAT,TONNE_HA,1995,2.9345670833215
JPN,WHEAT,TONNE_HA,1996,3.01577286875976
JPN,WHEAT,TONNE_HA,1997,3.63809523578534
JPN,WHEAT,TONNE_HA,1998,3.51418002249434
JPN,WHEAT,TONNE_HA,1999,3.45379146714823
JPN,WHEAT,TONNE_HA,2000,3.75956283947565
JPN,WHEAT,TONNE_HA,2001,3.55510411195779
JPN,WHEAT,TONNE_HA,2002,4.0067665519542
JPN,WHEAT,TONNE_HA,2003,4.0339302525758995
JPN,WHEAT,TONNE_HA,2004,4.03755868355044
JPN,WHEAT,TONNE_HA,2005,4.088785044818319
JPN,WHEAT,TONNE_HA,2006,3.83944953952319
JPN,WHEAT,TONNE_HA,2007,4.33333333126984
JPN,WHEAT,TONNE_HA,2008,4.21531100276779
JPN,WHEAT,TONNE_HA,2009,3.2366778669051004
JPN,WHEAT,TONNE_HA,2010,2.75978733554384
JPN,WHEAT,TONNE_HA,2011,3.52860519927725
JPN,WHEAT,TONNE_HA,2012,4.10133843016188
JPN,WHEAT,TONNE_HA,2013,3.86298762899002
JPN,WHEAT,TONNE_HA,2014,4.00752586829373
JPN,WHEAT,TONNE_HA,2015,4.71140309492661
JPN,WHEAT,TONNE_HA,2016,4.17081375561762
JPN,WHEAT,TONNE_HA,2017,4.19166782439644
JPN,WHEAT,TONNE_HA,2018,4.21263118041636
JPN,WHEAT,TONNE_HA,2019,4.23371055750578
JPN,WHEAT,TONNE_HA,2020,4.2548772339242
JPN,WHEAT,TONNE_HA,2021,4.27613495127886
JPN,WHEAT,TONNE_HA,2022,4.297515826226951
JPN,WHEAT,TONNE_HA,2023,4.319002083537851
JPN,WHEAT,TONNE_HA,2024,4.3406060582616
JPN,WHEAT,TONNE_HA,2025,4.36230282415991
JPN,WHEAT,TONNE_HA,2026,4.384116132462241
KOR,RICE,TONNE_HA,1990,4.50517904621762
KOR,RICE,TONNE_HA,1991,4.45559660852447
KOR,RICE,TONNE_HA,1992,4.60791349143537
KOR,RICE,TONNE_HA,1993,4.18164449713671
KOR,RICE,TONNE_HA,1994,4.588905576180389
KOR,RICE,TONNE_HA,1995,4.44653687729465
KOR,RICE,TONNE_HA,1996,5.07163219446398
KOR,RICE,TONNE_HA,1997,5.178246760467481
KOR,RICE,TONNE_HA,1998,4.813248693742509
KOR,RICE,TONNE_HA,1999,4.93592683523345
KOR,RICE,TONNE_HA,2000,4.933750045000269
KOR,RICE,TONNE_HA,2001,5.09156006877401
KOR,RICE,TONNE_HA,2002,4.677944826015731
KOR,RICE,TONNE_HA,2003,4.38090902784555
KOR,RICE,TONNE_HA,2004,4.99436053563976
KOR,RICE,TONNE_HA,2005,4.867087127724941
KOR,RICE,TONNE_HA,2006,4.89933932021543
KOR,RICE,TONNE_HA,2007,4.63850881298201
KOR,RICE,TONNE_HA,2008,5.17594996984546
KOR,RICE,TONNE_HA,2009,5.3177222427401505
KOR,RICE,TONNE_HA,2010,4.81508596766467
KOR,RICE,TONNE_HA,2011,4.947183432052411
KOR,RICE,TONNE_HA,2012,4.7177544708589405
KOR,RICE,TONNE_HA,2013,5.08033148114934
KOR,RICE,TONNE_HA,2014,5.20013218723098
KOR,RICE,TONNE_HA,2015,5.41308247695447
KOR,RICE,TONNE_HA,2016,5.389120032592761
KOR,RICE,TONNE_HA,2017,5.33411156556671
KOR,RICE,TONNE_HA,2018,5.36298511976976
KOR,RICE,TONNE_HA,2019,5.39185867397258
KOR,RICE,TONNE_HA,2020,5.4207322281748
KOR,RICE,TONNE_HA,2021,5.44960578237669
KOR,RICE,TONNE_HA,2022,5.47847933657824
KOR,RICE,TONNE_HA,2023,5.507352890779231
KOR,RICE,TONNE_HA,2024,5.5362264449794605
KOR,RICE,TONNE_HA,2025,5.565099999179031
KOR,RICE,TONNE_HA,2026,5.59397355337809
KOR,WHEAT,TONNE_HA,1990,3.02380849530323
KOR,WHEAT,TONNE_HA,1991,3.09550387893041
KOR,WHEAT,TONNE_HA,1992,3.36585160618805
KOR,WHEAT,TONNE_HA,1993,2.7111512411058096
KOR,WHEAT,TONNE_HA,1994,3.7044667174455803
KOR,WHEAT,TONNE_HA,1995,4.43858112289874
KOR,WHEAT,TONNE_HA,1996,3.9192678895131703
KOR,WHEAT,TONNE_HA,1997,4.0440694208885
KOR,WHEAT,TONNE_HA,1998,3.4846936235646004
KOR,WHEAT,TONNE_HA,1999,3.6699280058755397
KOR,WHEAT,TONNE_HA,2000,2.54515750324728
KOR,WHEAT,TONNE_HA,2001,3.1049176934516205
KOR,WHEAT,TONNE_HA,2002,3.2267697330326497
KOR,WHEAT,TONNE_HA,2003,3.05120380825347
KOR,WHEAT,TONNE_HA,2004,3.32885012318433
KOR,WHEAT,TONNE_HA,2005,3.2058453776265003
KOR,WHEAT,TONNE_HA,2006,3.34292270754185
KOR,WHEAT,TONNE_HA,2007,3.8127591383423702
KOR,WHEAT,TONNE_HA,2008,4.06394648631046
KOR,WHEAT,TONNE_HA,2009,3.7067297472522207
KOR,WHEAT,TONNE_HA,2010,3.11730950655635
KOR,WHEAT,TONNE_HA,2011,3.3484360368871804
KOR,WHEAT,TONNE_HA,2012,3.90979186743644
KOR,WHEAT,TONNE_HA,2013,2.58524342078878
KOR,WHEAT,TONNE_HA,2014,3.26030636127707
KOR,WHEAT,TONNE_HA,2015,2.62336241937909
KOR,WHEAT,TONNE_HA,2016,3.41987835166802
KOR,WHEAT,TONNE_HA,2017,3.4454847510106097
KOR,WHEAT,TONNE_HA,2018,3.4702563820998598
KOR,WHEAT,TONNE_HA,2019,3.4942334103783304
KOR,WHEAT,TONNE_HA,2020,3.5174534651947402
KOR,WHEAT,TONNE_HA,2021,3.53995183684079
KOR,WHEAT,TONNE_HA,2022,3.56176165546556
KOR,WHEAT,TONNE_HA,2023,3.58291405404292
KOR,WHEAT,TONNE_HA,2024,3.6034383164651604
KOR,WHEAT,TONNE_HA,2025,3.62336201282564
KOR,WHEAT,TONNE_HA,2026,3.6427111229626696
MEX,RICE,TONNE_HA,1990,2.66666666311111
MEX,RICE,TONNE_HA,1991,2.71428571040816
MEX,RICE,TONNE_HA,1992,2.85714285306122
MEX,RICE,TONNE_HA,1993,3.2158468870937003
MEX,RICE,TONNE_HA,1994,2.80863091392702
MEX,RICE,TONNE_HA,1995,3.0882571130582295
MEX,RICE,TONNE_HA,1996,2.9971824621480296
MEX,RICE,TONNE_HA,1997,2.7300629095177995
MEX,RICE,TONNE_HA,1998,2.9770906290287997
MEX,RICE,TONNE_HA,1999,2.9086574618461003
MEX,RICE,TONNE_HA,2000,2.9670154542603906
MEX,RICE,TONNE_HA,2001,4.2575847553722
MEX,RICE,TONNE_HA,2002,4.50270445925559
MEX,RICE,TONNE_HA,2003,4.551124290972401
MEX,RICE,TONNE_HA,2004,4.4645065762836795
MEX,RICE,TONNE_HA,2005,5.06529210893034
MEX,RICE,TONNE_HA,2006,3.14901955729153
MEX,RICE,TONNE_HA,2007,2.73311114825876
MEX,RICE,TONNE_HA,2008,2.93594236066773
MEX,RICE,TONNE_HA,2009,3.19142041213499
MEX,RICE,TONNE_HA,2010,3.41510541656192
MEX,RICE,TONNE_HA,2011,3.35328370478719
MEX,RICE,TONNE_HA,2012,3.6999849603369
MEX,RICE,TONNE_HA,2013,3.5697579104885797
MEX,RICE,TONNE_HA,2014,3.7586472933951
MEX,RICE,TONNE_HA,2015,3.8215825698649706
MEX,RICE,TONNE_HA,2016,3.88128718971789
MEX,RICE,TONNE_HA,2017,3.82050568390377
MEX,RICE,TONNE_HA,2018,3.8793339248675003
MEX,RICE,TONNE_HA,2019,3.9386566125393703
MEX,RICE,TONNE_HA,2020,4.000757174888521
MEX,RICE,TONNE_HA,2021,4.06111179709941
MEX,RICE,TONNE_HA,2022,4.12243947930351
MEX,RICE,TONNE_HA,2023,4.18323022906892
MEX,RICE,TONNE_HA,2024,4.24412589785975
MEX,RICE,TONNE_HA,2025,4.30549603259747
MEX,RICE,TONNE_HA,2026,4.3665239906435795
MEX,WHEAT,TONNE_HA,1990,4.2132904604273
MEX,WHEAT,TONNE_HA,1991,4.12721924722152
MEX,WHEAT,TONNE_HA,1992,3.95302342398333
MEX,WHEAT,TONNE_HA,1993,4.0821082085326
MEX,WHEAT,TONNE_HA,1994,4.30338222503832
MEX,WHEAT,TONNE_HA,1995,3.73195018742171
MEX,WHEAT,TONNE_HA,1996,4.17064122632989
MEX,WHEAT,TONNE_HA,1997,4.7346624311009196
MEX,WHEAT,TONNE_HA,1998,4.20771964088843
MEX,WHEAT,TONNE_HA,1999,4.6311513100366195
MEX,WHEAT,TONNE_HA,2000,4.93553185759337
MEX,WHEAT,TONNE_HA,2001,4.766049222862129
MEX,WHEAT,TONNE_HA,2002,5.099891599531889
MEX,WHEAT,TONNE_HA,2003,4.49141190977012
MEX,WHEAT,TONNE_HA,2004,4.47834001200019
MEX,WHEAT,TONNE_HA,2005,4.75169410319769
MEX,WHEAT,TONNE_HA,2006,5.22740927619592
MEX,WHEAT,TONNE_HA,2007,5.0824028168491
MEX,WHEAT,TONNE_HA,2008,5.08436565424384
MEX,WHEAT,TONNE_HA,2009,4.9687624004486395
MEX,WHEAT,TONNE_HA,2010,5.41845088100845
MEX,WHEAT,TONNE_HA,2011,5.47779202445258
MEX,WHEAT,TONNE_HA,2012,5.656757008663349
MEX,WHEAT,TONNE_HA,2013,5.2934246641338305
MEX,WHEAT,TONNE_HA,2014,5.19354135415891
MEX,WHEAT,TONNE_HA,2015,4.52564842551916
MEX,WHEAT,TONNE_HA,2016,4.741854635997259
MEX,WHEAT,TONNE_HA,2017,4.8203481385753495
MEX,WHEAT,TONNE_HA,2018,4.86953108829799
MEX,WHEAT,TONNE_HA,2019,4.90193431326063
MEX,WHEAT,TONNE_HA,2020,4.947783488249129
MEX,WHEAT,TONNE_HA,2021,4.995336997539701
MEX,WHEAT,TONNE_HA,2022,5.03723237336969
MEX,WHEAT,TONNE_HA,2023,5.07825318445608
MEX,WHEAT,TONNE_HA,2024,5.121380572790001
MEX,WHEAT,TONNE_HA,2025,5.16310365028373
MEX,WHEAT,TONNE_HA,2026,5.207762263938809
NZL,WHEAT,TONNE_HA,1990,4.81493323523081
NZL,WHEAT,TONNE_HA,1991,5.054342923897809
NZL,WHEAT,TONNE_HA,1992,5.36976577819983
NZL,WHEAT,TONNE_HA,1993,5.43648705141617
NZL,WHEAT,TONNE_HA,1994,4.6822695758713
NZL,WHEAT,TONNE_HA,1995,5.53341854993125
NZL,WHEAT,TONNE_HA,1996,5.49425010384452
NZL,WHEAT,TONNE_HA,1997,5.90456777725983
NZL,WHEAT,TONNE_HA,1998,5.33337714112247
NZL,WHEAT,TONNE_HA,1999,6.63599677121595
NZL,WHEAT,TONNE_HA,2000,7.428571413411079
NZL,WHEAT,TONNE_HA,2001,7.14452604942055
NZL,WHEAT,TONNE_HA,2002,7.484534129348661
NZL,WHEAT,TONNE_HA,2003,6.5500998245095
NZL,WHEAT,TONNE_HA,2004,8.09202078373203
NZL,WHEAT,TONNE_HA,2005,6.8963173518352106
NZL,WHEAT,TONNE_HA,2006,8.49657109749724
NZL,WHEAT,TONNE_HA,2007,8.11203513653065
NZL,WHEAT,TONNE_HA,2008,7.49179261059199
NZL,WHEAT,TONNE_HA,2009,8.12406411722716
NZL,WHEAT,TONNE_HA,2010,7.28579574312639
NZL,WHEAT,TONNE_HA,2011,8.92445660470419
NZL,WHEAT,TONNE_HA,2012,9.10530701686599
NZL,WHEAT,TONNE_HA,2013,8.626742033241381
NZL,WHEAT,TONNE_HA,2014,8.672182009704981
NZL,WHEAT,TONNE_HA,2015,9.13021070781941
NZL,WHEAT,TONNE_HA,2016,9.05344399468312
NZL,WHEAT,TONNE_HA,2017,8.95194557162868
NZL,WHEAT,TONNE_HA,2018,9.00968354654522
NZL,WHEAT,TONNE_HA,2019,9.05658956673542
NZL,WHEAT,TONNE_HA,2020,9.11259669076477
NZL,WHEAT,TONNE_HA,2021,9.170992711253518
NZL,WHEAT,TONNE_HA,2022,9.2262573258578
NZL,WHEAT,TONNE_HA,2023,9.279764798717249
NZL,WHEAT,TONNE_HA,2024,9.33583717438184
NZL,WHEAT,TONNE_HA,2025,9.390831439811869
NZL,WHEAT,TONNE_HA,2026,9.448619268336689
TUR,RICE,TONNE_HA,1990,3.0000001286613305
TUR,RICE,TONNE_HA,1991,2.8500000358256696
TUR,RICE,TONNE_HA,1992,2.9999999930232595
TUR,RICE,TONNE_HA,1993,3.00000004871913
TUR,RICE,TONNE_HA,1994,2.9268293036771698
TUR,RICE,TONNE_HA,1995,2.40000008570626
TUR,RICE,TONNE_HA,1996,3.0545454489917403
TUR,RICE,TONNE_HA,1997,2.9999999945454503
TUR,RICE,TONNE_HA,1998,3.1499999947500004
TUR,RICE,TONNE_HA,1999,3.1384615336331403
TUR,RICE,TONNE_HA,2000,3.6206897511884506
TUR,RICE,TONNE_HA,2001,3.66101694294743
TUR,RICE,TONNE_HA,2002,3.6000001356502
TUR,RICE,TONNE_HA,2003,3.43384627626558
TUR,RICE,TONNE_HA,2004,4.199999994
TUR,RICE,TONNE_HA,2005,4.23529411612967
TUR,RICE,TONNE_HA,2006,4.21818181392103
TUR,RICE,TONNE_HA,2007,4.13617034148934
TUR,RICE,TONNE_HA,2008,4.5179999954820005
TUR,RICE,TONNE_HA,2009,4.66804996117341
TUR,RICE,TONNE_HA,2010,5.21212120685644
TUR,RICE,TONNE_HA,2011,5.43259556797526
TUR,RICE,TONNE_HA,2012,4.41102773939466
TUR,RICE,TONNE_HA,2013,4.88245930842454
TUR,RICE,TONNE_HA,2014,4.5814167391155305
TUR,RICE,TONNE_HA,2015,4.76272665834853
TUR,RICE,TONNE_HA,2016,4.67796609773054
TUR,RICE,TONNE_HA,2017,4.72474577502665
TUR,RICE,TONNE_HA,2018,4.76859432672296
TUR,RICE,TONNE_HA,2019,4.81381337475365
TUR,RICE,TONNE_HA,2020,4.86484276252607
TUR,RICE,TONNE_HA,2021,4.912482133163451
TUR,RICE,TONNE_HA,2022,4.96237757550572
TUR,RICE,TONNE_HA,2023,5.011370916942679
TUR,RICE,TONNE_HA,2024,5.06088256346464
TUR,RICE,TONNE_HA,2025,5.1116003360331
TUR,RICE,TONNE_HA,2026,5.16190557520439
TUR,WHEAT,TONNE_HA,1990,2.12277353687317
TUR,WHEAT,TONNE_HA,1991,2.12742237964026
TUR,WHEAT,TONNE_HA,1992,2.0392695027758996
TUR,WHEAT,TONNE_HA,1993,2.1630300534977
TUR,WHEAT,TONNE_HA,1994,1.7871428571246202
TUR,WHEAT,TONNE_HA,1995,1.91648936168174
TUR,WHEAT,TONNE_HA,1996,1.9802139037221398
TUR,WHEAT,TONNE_HA,1997,1.99678800854393
TUR,WHEAT,TONNE_HA,1998,2.23404255316772
TUR,WHEAT,TONNE_HA,1999,2.08092485546727
TUR,WHEAT,TONNE_HA,2000,2.2349999999762202
TUR,WHEAT,TONNE_HA,2001,2.03283422457719
TUR,WHEAT,TONNE_HA,2002,2.09677419352584
TUR,WHEAT,TONNE_HA,2003,2.0879120878891397
TUR,WHEAT,TONNE_HA,2004,2.25806451610475
TUR,WHEAT,TONNE_HA,2005,2.3243243242992
TUR,WHEAT,TONNE_HA,2006,2.3568904593362
TUR,WHEAT,TONNE_HA,2007,2.12817979745458
TUR,WHEAT,TONNE_HA,2008,2.1988875154239897
TUR,WHEAT,TONNE_HA,2009,2.5432098765118103
TUR,WHEAT,TONNE_HA,2010,2.42798963343912
TUR,WHEAT,TONNE_HA,2011,2.69268774700231
TUR,WHEAT,TONNE_HA,2012,2.6693227091279
TUR,WHEAT,TONNE_HA,2013,2.83674257039963
TUR,WHEAT,TONNE_HA,2014,2.39929283997475
TUR,WHEAT,TONNE_HA,2015,2.86649247859178
TUR,WHEAT,TONNE_HA,2016,2.6274035640521802
TUR,WHEAT,TONNE_HA,2017,2.6668127095065897
TUR,WHEAT,TONNE_HA,2018,2.7082498959607797
TUR,WHEAT,TONNE_HA,2019,2.7465303626228796
TUR,WHEAT,TONNE_HA,2020,2.78850049709332
TUR,WHEAT,TONNE_HA,2021,2.83140546282021
TUR,WHEAT,TONNE_HA,2022,2.87361740605162
TUR,WHEAT,TONNE_HA,2023,2.9163324097417003
TUR,WHEAT,TONNE_HA,2024,2.9601637345500897
TUR,WHEAT,TONNE_HA,2025,3.0043123352820404
TUR,WHEAT,TONNE_HA,2026,3.04981649973235
USA,RICE,TONNE_HA,1990,4.31367949507173
USA,RICE,TONNE_HA,1991,4.468591304178379
USA,RICE,TONNE_HA,1992,4.47342775605333
USA,RICE,TONNE_HA,1993,4.30120660595294
USA,RICE,TONNE_HA,1994,4.65101774587615
USA,RICE,TONNE_HA,1995,4.38354734163726
USA,RICE,TONNE_HA,1996,4.774139702552629
USA,RICE,TONNE_HA,1997,4.600713224120731
USA,RICE,TONNE_HA,1998,4.41671124824358
USA,RICE,TONNE_HA,1999,4.57581610236143
USA,RICE,TONNE_HA,2000,4.89782788422249
USA,RICE,TONNE_HA,2001,5.06812566634338
USA,RICE,TONNE_HA,2002,5.132622748693549
USA,RICE,TONNE_HA,2003,5.20437753982255
USA,RICE,TONNE_HA,2004,5.45419872768828
USA,RICE,TONNE_HA,2005,5.18448109052392
USA,RICE,TONNE_HA,2006,5.34540167002005
USA,RICE,TONNE_HA,2007,5.62813910749182
