product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
6009822340978,Vengo Mineral Water,500 ml,Vengo,MZ,Água Vengo,MZ,https://wastebase.org/#/o/341b98a9-77c5-46f6-874d-6cc972ef077e,,24
5601084125907,Engine Oil SAE10W-40,1.0 L,Galp,PT,"Galp Energia, SGPS, S.A.",MZ,https://wastebase.org/#/o/94c589a1-6089-4693-9193-1ab386cb68fd,,1
5601312086819,Leite Corporal Peles Secas,400 ml,Continente,PT,"MODELO CONTINENTE HIPERMERCADOS, S.A.",MZ,https://wastebase.org/#/o/754c219b-ba38-453c-8616-08b9c55ab10e,,1
6009646581007,Mineral Water,1.5 L,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,33.000,292
42381105,Coke Zero,280 ml,Coca-Cola,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,20.500,618
6009832820040,Lemon / Limao,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,559
6291021210514,Drinking Water,1.5 L,Oasis,AE,Oasis Pure Water,MZ,https://wastebase.org/#/o/e0a7b1cf-1330-49f7-aa06-f675c55d3ab7,,1
6001240100660,Medley of Fruits Juice,1 L,Ceres,ZA,Pioneer Foods (Pty),MZ,https://wastebase.org/#/o/7aeb1e28-56bf-4b5b-8252-d8e7b18e5921,,1
6203008950245,Pure Sunflower Oil,1.0 L,Sundrop,TZ,Alaska Tanzania Industries,TZ,https://wastebase.org/#/o/6c9706c2-2edf-4594-8755-f91c1d6d67a1,,1
87171372,Gatorade Carbonated Sports Drink,500 ml,Gatorade,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6001299044601,Super M,300 ml,Clover,ZA,Clover Industries,MZ,https://wastebase.org/#/o/4660beec-fd67-4925-a487-9bd23ceedb48,,1
5449000234612,Sprite,1.0 L,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,47
5051140152895,Tesco Lime Juice,250ml,Tesco,GB,Tesco PLC,GB,https://wastebase.org/#/o/9564612d-8467-47d1-b730-d07b25946cc6,,1
6009616040558,Double Cream Plain Yoghurt,1.0 L,Nutriday,FR,Danone S.A.,MZ,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
5054267000681,Lucozade Sport Orange Still,500 ml,Lucozade,JP,Suntory Holdings Limited,GB,https://wastebase.org/#/o/e072cc5d-03b1-4573-bde7-abe1bfbd668c,,3
6009644547982,Apple and Malt Flavoured,300 ml,Malt drink,TZ,Tanzania Breweries Limited,TZ,https://wastebase.org/#/o/2a607fcc-0b37-4cc2-8818-7898608b31fd,,1
6920583012570,White Board Cleaner,250 ml,Flamingo,ZM,Acacia Food and Beverages Ltd,TZ,https://wastebase.org/#/o/de81ec8b-41a9-493a-9345-ca1cc44a0e80,,1
5449000028976,Lemon-lime Flavoured Drink,1.25 L,Sprite,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
54490673,Tonic Water,500ml,Krest,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
6009670370523,Agua Mineral Natural,500 ml,Fonte Fresca,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,11
0606110701099,Água Purificada,500 ml,Recheio,MZ,COGEF Group,MZ,https://wastebase.org/#/o/179c246a-f0ee-4574-8b7c-e75ea7f6796a,,1
6009832820576,Água mineral,1.75L,Aquaplus,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,,71
6161101450591,Energy Drink,350 ml,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,25.000,169
5601024335670,Oleo Alimentar,1.0 L,Fula,PT,Sovena Group,MZ,https://wastebase.org/#/o/6e05264e-5883-4458-a054-570e906be105,,1
6009633160154,Agua Mineral,1.5 L,Montemor,MZ,Montemor SARL,MZ,https://wastebase.org/#/o/7e3e82c9-dcc1-4eb6-8ff6-be01c2481dc4,20.000,21
6009880106011,Izy Laranja,340 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,,14
6009900076744,Orange Drink,350 ml,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,1
6009708461131,Nutriday Yoghurt,450g,Danone,FR,Danone S.A.,MZ,https://wastebase.org/#/o/833c3669-9353-4c41-9948-a1d8cfeec1b6,,1
90377457,Morango Soft Drink,330 ml,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
5705994075090,Oleo Refinado De Soja,2.0 L,Maeva,MZ,Maeva,MZ,https://wastebase.org/#/o/4a879ee8-03cf-4482-a0a9-0677b3343188,,9
5705994075939,Oleo Vegetal,2.0 L,Maeva,MZ,Maeva,MZ,https://wastebase.org/#/o/4a879ee8-03cf-4482-a0a9-0677b3343188,,5
6009832820156,Mineral Water,1.5 L,Aquaplus,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,,10
6002833000336,Spirit Vinegar,750 ml,Top Brown,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6930773400353,Gelinho Abacaxí,100 ml,Super,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
6009802341988,Agua de Nascente / Spring Water,5.0 L,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,,30
5449000284044,Delight Mango Flavoured Drink,400 ml,Minute Maid,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5601312090595,Equilibrio Multifruits Juice,1.0 L,Continente,PT,"MODELO CONTINENTE HIPERMERCADOS, S.A.",MZ,https://wastebase.org/#/o/754c219b-ba38-453c-8616-08b9c55ab10e,,1
6005118001943,Apple & Cranberry,1L,Rhodes Quality,ZA,Rhodes Food Group Holdings Ltd,MZ,https://wastebase.org/#/o/0c371df1-a248-4f3e-85a0-62a9aa50644f,,1
5011417559161,Liquid Hand Wash,250 ml,Dettol,GB,Reckitt Benckiser Group PLC,MZ,https://wastebase.org/#/o/59e1b4f2-776f-4c60-8f22-a59a506ce7b6,,1
6009832820521,Aquaplus Mineral Water,6.0 L,Aquaplus,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,,429
5449000234636,Sprite,2.0 L,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,92
42380696,Fanta Orange,280ml,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,20.500,91
8714789898759,Shower Gel Dry Skin,500 ml,Sanex,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5601151975527,Da Terra Fruit Juice,1.0 L,Compal,PT,"SUMOL+COMPAL, S.A.",MZ,https://wastebase.org/#/o/b22c98ab-208e-49b4-ad8d-5264da74d651,,1
7898917052129,ciclo farma,1000ml,industria Quimica,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6203013770029,Mineral water,1.5 L,Hill Water,TZ,Hill Group,TZ,https://wastebase.org/#/o/bd4f2b11-425f-4423-a549-89741c8c5318,,3
6009670370509,Mineral Water,5.0 L,Fonte Fresca,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,,219
5449000120984,Fanta Orange Zero,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,43
6001565023835,Oleo Ouro,2.0 L,Somol,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,13
6009660040214,Pure Drinking Water,1.5 L,Zan Aqua,TZ,Zainab Bottlers Company limited,TZ,https://wastebase.org/#/o/988c8307-c778-474b-ade6-c71ebbe358f1,,1
5449000045478,Mineral Water,1.5 L,Bonaqua,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,63
6009670370028,Namaacha Mineral Water,500 ml,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,17.000,1126
6009880106097,Litchi Drink,340 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,,3
6001324011172,Orange Squash,2.0 L,Oros,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6001051003433,Care Shower Lemongrass & Oil,250 ml,NIVEA,DE,Beiersdorf AG,MZ,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,1
2089616370071,Agua Mineral,5.0 L,Água de Namaacha,MZ,Sociedade de Águas de Moçambique,MZ,https://wastebase.org/#/o/90c9868b-d408-490e-b3ec-15d784b5947c,110.000,315
42380672,Lemon Drink,280 ml,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
6009801332055,Turpentine,5.0 L,B&R,ZA,B & R Products (Pty) Ltd.,MZ,https://wastebase.org/#/o/b8379625-5917-4fe5-87ad-b823a361bdb6,,1
0701698525027,Agua Mineral,1.5 L,Matisana,MZ,Matisana Lda,MZ,https://wastebase.org/#/o/1618770c-6516-4b16-af98-4928dd725cf5,,23
6009880106066,Cola,340 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,21.000,46
6009661170125,Agua Purificada,500 ml,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,4
6009880106172,Bovinto,330 ml,Izy,MZ,Moz Beverages Lda,MZ,https://wastebase.org/#/o/f66aacf8-5f3f-4a41-8240-376962c3aaff,,13
42380665,Fanta Litchi,280 ml,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,20.500,21
6001021021023,Iodated Table Salt,500g,Cerebos,ZA,The Bud Group,MZ,https://wastebase.org/#/o/35e95de5-c909-47fd-9974-4768ac8a8cc9,,5
5705994075946,Refined Vegetable Oil,1.0 L,Maeva,MZ,Maeva,MZ,https://wastebase.org/#/o/4a879ee8-03cf-4482-a0a9-0677b3343188,,1
8699415023005,Gel de Banho,315 ml,AquaVera,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009661170354,Ananas/Pineapple Carbonated Soft Drink,500ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,788
6009802229019,Agua Natural,500ml,Fonte da Vida,MZ,Fonte da Vida Lda,MZ,https://wastebase.org/#/o/ed2e5d1f-2782-4291-9b11-cfa9f3548928,,23
4060800172396,PepsiMax Cherry Carbonated Low Calorie Drink,500 ml,Pepsi,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
6009644546763,Cola Carbonated Soft Drink,300 ml,Azam,TZ,BAKHRESA GROUP DIVISIONS,TZ,https://wastebase.org/#/o/0c76efb4-4008-4677-aba1-e10a6e3ef026,,1
6203003260004,Mineral water,350 ml,Afya,TZ,Watercom (T) Ltd,TZ,https://wastebase.org/#/o/888420e1-1259-4c47-adfe-30740e9afa49,,1
6009832820132,Carbonated Soft Drink,350 ml,Fizz,MZ,Mopani Internacional Lda,MZ,https://wastebase.org/#/o/a34f6bbf-55f1-46c7-82db-d13b2a8d65b8,21.500,4
6001299016608,Tropika Drink Fruta Tropical,1.0 L,Clover,ZA,Clover Industries,MZ,https://wastebase.org/#/o/4660beec-fd67-4925-a487-9bd23ceedb48,,2
6009612470694,Mineral Water,500 ml,aQuellé,ZA,Aquelle,MZ,https://wastebase.org/#/o/61f57f57-efe7-40c6-a777-6ad20799ed51,,1
6009661170330,Fiesta Limão,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,162
6009661170118,Agua Purificada,1.5 L,Vitale,FR,Groupe Castel,MZ,https://wastebase.org/#/o/7513edeb-3054-4478-86b1-7fe375abb7f0,,3
6009646581014,Vumba Mineral Water,500ml,Vumba,MZ,"Sociedade Águas Vumba, SA",MZ,https://wastebase.org/#/o/027e8655-81cd-44c9-b14e-b15181f61a8f,,592
6161100604063,Lemon fresh Cleaner,500g,Vim,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
54492691,Sprite,300 ml,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,7
5449000131836,Diet Coke,500 ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6007575000606,Low Fat Cream Soda Yoghurt Drink,500 ml,Lowveld Favourites,ZA,Lowveld Favourites,MZ,https://wastebase.org/#/o/2bc198e3-f2bc-48cf-8b84-e7ddfa38ac3e,,1
817513015472,Nourishing conditioner,237ml,Cantu,US,PDC Brands,TZ,https://wastebase.org/#/o/4eafceed-b6f5-46a6-a2fb-3ecf4f447b70,,1
6009661170279,Morango Refresco,500 ml,Fiesta,MZ,Fiesta Moçambique Lda.,MZ,https://wastebase.org/#/o/3ff05ee7-f22a-410f-9f5c-3e6ce3c8a8c8,26.000,13
0701698525010,Agua Mineral,500ml,Matisana,MZ,Matisana Lda,MZ,https://wastebase.org/#/o/1618770c-6516-4b16-af98-4928dd725cf5,,31
6203018120027,Drinking water,1.25 L,Canadian Drinking Water,TZ,Canada Pure Water Company Ltd,TZ,https://wastebase.org/#/o/6d0a1e6b-677e-4466-9db9-d4abd9fc8e40,,1
7798065730033,Agua Mineral Natural de las Sierras,2.0 L,Sierra de los Padres,AR,Nutreco Alimentos S.A,TZ,https://wastebase.org/#/o/5930d3b7-8ded-4ce8-bfa3-34dc4b38a835,,1
5449000010070,Fanta Grape,2.0 L,Fanta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,49.000,43
6001106122966,Instant Hand Sanitizer,50 ml,Dettol,GB,Reckitt Benckiser Group PLC,MZ,https://wastebase.org/#/o/59e1b4f2-776f-4c60-8f22-a59a506ce7b6,,1
40822426,Bonaqua Mineral Water,500 ml,Bonaqua,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,181
6203013230011,Best drinking water,500 ml,Drop of Zanzibar,TZ,Drop of Zanzibar Limited,TZ,https://wastebase.org/#/o/0a6a8128-4fa6-4533-8d5b-f648309258e7,,1
0412008130274,Sparletta,1.0 L,Sparletta,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
6006414000630,vinegar,2.0 L,Top Brown,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009879713138,Frozy Coco Ananás,2.0 L,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,20
050428451823,italian seasoning,21g,gold emblem,UK,UNKNOWN_ORG,TZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6001135009450,Anti-bacterial Mouthwash,500ml,Listerine,US,Johnson & Johnson,TZ,https://wastebase.org/#/o/05cbb283-7645-40a7-8b14-f6bd1242526d,,1
9716188532141,Agua Purificada,5.0 L,Nevada,MZ,"Nevada General Supplies Co, Lda",MZ,https://wastebase.org/#/o/dd241782-fd94-4a13-9d32-bc9871355dd2,,13
6001065601069,Dairy Milk Chocolate,80 g,Cadbury,US,"Mondelēz International, Inc.",MZ,https://wastebase.org/#/o/ed1ea69c-519a-43c6-8bfa-72d34c987d5d,,1
5603674000762,Nathura pharma - (alcool etilico),250 ml,Mistolin,PT,Mistolin Company,MZ,https://wastebase.org/#/o/d54cec79-4126-4214-9111-e54ff2fdfbb5,,1
6930773400308,Refresco Abacaxi,350 ml,Super,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
6009879713091,Frozy,2.0 L,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,14
6001565023842,Pure Cooking Oil,5.0 L,Somol,UK,UNKNOWN_ORG,MZ,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,11
6009900076768,Frozy,2.0 L,Frozy,MZ,Yaafico Industrial Lda,MZ,https://wastebase.org/#/o/4d807269-db16-4aaf-a454-934634c8c319,,2
5449000103079,Carbonated soft drink stoney Tangawizi/ ginger,500ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
42380771,Sprite zero,280ml,Sprite,US,Coca-Cola,MZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,20.500,3
5000382044925,Carbonated Soft Drink,500 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
6161101571739,Table vinegar,1.0 L,Simba Table Vinegar,TZ,CHEMICOTEX,TZ,https://wastebase.org/#/o/3e3488e6-c0e7-4b8e-92a9-ca6ff32eaed7,,1
5060332524655,Cleanse and Polish,200ml,Liz Earle,GB,Liz Earle Beauty Co. Limited,GB,https://wastebase.org/#/o/23c82b4b-cea9-4d1d-bc69-255f14a33489,,1
